期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
25039,1288919,欧联,03-14 01:45,毕尔巴鄂,罗马,3,1,1.97,3.45,3.90,https://www.okooo.com/soccer/match/1288919/history/
25039,1288915,欧联,03-14 01:45,法兰克福,阿贾克斯,4,1,1.68,4.25,4.52,https://www.okooo.com/soccer/match/1288915/history/
25039,1288917,欧联,03-14 01:45,拉齐奥,比尔森,1,1,1.50,4.42,6.28,https://www.okooo.com/soccer/match/1288917/history/
25039,1288913,欧联,03-14 01:45,奥林匹亚科斯,博德闪耀,2,1,1.57,4.37,5.33,https://www.okooo.com/soccer/match/1288913/history/
25039,1288911,欧联,03-14 04:00,曼联,皇家社会,4,1,1.96,3.33,4.12,https://www.okooo.com/soccer/match/1288911/history/
25039,1288905,欧联,03-14 04:00,流浪者,费内巴切,0,2,2.85,3.54,2.38,https://www.okooo.com/soccer/match/1288905/history/
25039,1288909,欧联,03-14 04:00,热刺,阿尔克马,3,1,1.47,4.72,6.29,https://www.okooo.com/soccer/match/1288909/history/
25039,1288943,欧协联,03-14 01:45,色格拉布鲁日,比亚韦,2,0,1.95,3.65,3.61,https://www.okooo.com/soccer/match/1288943/history/
25039,1288947,欧协联,03-14 01:45,佐加顿斯,AEP帕福斯,3,0,2.82,3.31,2.45,https://www.okooo.com/soccer/match/1288947/history/
25039,1288949,欧协联,03-14 01:45,维快速,博拉奇,1,1,1.44,4.34,7.24,https://www.okooo.com/soccer/match/1288949/history/
25039,1288941,欧协联,03-14 04:00,切尔西,哥本哈根,1,0,1.48,4.36,6.30,https://www.okooo.com/soccer/match/1288941/history/
25039,1288937,欧协联,03-14 04:00,佛罗伦萨,帕纳辛纳科斯,3,1,1.46,4.30,6.81,https://www.okooo.com/soccer/match/1288937/history/
25039,1288939,欧协联,03-14 04:00,吉马良斯,贝蒂斯,0,4,3.22,3.16,2.28,https://www.okooo.com/soccer/match/1288939/history/
25039,1288935,欧协联,03-14 04:00,华沙军团,莫尔德,1,0,1.69,4.07,4.42,https://www.okooo.com/soccer/match/1288935/history/
