期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
23057,1171732,英超,04-26 02:30,狼队,水晶宫,2,0,2.30,3.03,3.47,https://www.okooo.com/soccer/match/1171732/history/
23057,1171733,英超,04-26 02:45,维拉,富勒姆,1,0,1.73,3.81,4.74,https://www.okooo.com/soccer/match/1171733/history/
23057,1171728,英超,04-26 03:00,利兹联,莱切城,1,1,2.32,3.56,2.95,https://www.okooo.com/soccer/match/1171728/history/
23057,1171729,英超,04-27 02:30,诺丁汉森林,布莱顿,3,1,5.39,4.23,1.59,https://www.okooo.com/soccer/match/1171729/history/
23057,1171734,英超,04-27 02:45,切尔西,布伦特,0,2,1.77,3.66,4.71,https://www.okooo.com/soccer/match/1171734/history/
23057,1171731,英超,04-27 02:45,西汉姆,利物浦,1,2,3.61,3.81,1.95,https://www.okooo.com/soccer/match/1171731/history/
23057,1171736,英超,04-27 03:00,曼城,阿森纳,4,1,1.64,4.14,5.09,https://www.okooo.com/soccer/match/1171736/history/
23057,1208439,意大利杯,04-27 03:00,国际米兰,尤文,1,0,1.96,3.24,4.09,https://www.okooo.com/soccer/match/1208439/history/
23057,1176297,西甲,04-26 01:30,赫罗纳,皇马,4,2,5.02,4.22,1.62,https://www.okooo.com/soccer/match/1176297/history/
23057,1176295,西甲,04-26 01:30,加的斯,奥萨苏纳,0,1,2.07,3.16,3.92,https://www.okooo.com/soccer/match/1176295/history/
23057,1176293,西甲,04-26 04:00,贝蒂斯,皇家社会,0,0,2.86,3.10,2.63,https://www.okooo.com/soccer/match/1176293/history/
23057,1176300,西甲,04-27 01:30,赫塔费,阿尔梅里亚,1,2,1.84,3.43,4.55,https://www.okooo.com/soccer/match/1176300/history/
23057,1176292,西甲,04-27 01:30,马竞,马洛卡,3,1,1.34,4.70,10.73,https://www.okooo.com/soccer/match/1176292/history/
23057,1176298,西甲,04-27 04:00,巴列卡诺,巴萨,2,1,4.84,3.79,1.71,https://www.okooo.com/soccer/match/1176298/history/
