期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
23096,1219384,英冠,08-05 22:00,诺维奇,赫尔城,2,1,1.74,3.68,4.47,https://www.okooo.com/soccer/match/1219384/history/
23096,1219382,英冠,08-05 22:00,布里斯托,普雷斯顿,1,1,2.07,3.29,3.53,https://www.okooo.com/soccer/match/1219382/history/
23096,1219387,英冠,08-05 22:00,斯托克城,罗瑟汉姆,4,1,1.64,3.73,5.17,https://www.okooo.com/soccer/match/1219387/history/
23096,1219388,英冠,08-05 22:00,斯旺西,伯明翰,1,1,1.86,3.48,4.09,https://www.okooo.com/soccer/match/1219388/history/
23096,1219383,英冠,08-05 22:00,米堡,米尔沃尔,0,1,2.11,3.30,3.43,https://www.okooo.com/soccer/match/1219383/history/
23096,1219385,英冠,08-05 22:00,普利茅斯,哈德斯,3,1,2.29,3.32,3.02,https://www.okooo.com/soccer/match/1219385/history/
23096,1219703,英冠,08-05 22:00,沃特福德,女王巡游,4,0,1.81,3.55,4.26,https://www.okooo.com/soccer/match/1219703/history/
23096,1219381,英冠,08-05 22:00,布莱克本,西布朗,2,1,2.79,3.18,2.53,https://www.okooo.com/soccer/match/1219381/history/
23096,1226257,德乙,08-06 02:30,沙尔克,凯泽斯劳滕,3,0,1.84,3.61,4.00,https://www.okooo.com/soccer/match/1226257/history/
23096,1225516,法乙,08-06 01:00,阿雅克肖,罗德兹,1,1,2.02,3.04,3.94,https://www.okooo.com/soccer/match/1225516/history/
23096,1225520,法乙,08-06 01:00,瓦朗谢讷,欧塞尔,1,4,3.74,3.31,1.96,https://www.okooo.com/soccer/match/1225520/history/
23096,1225515,法乙,08-06 01:00,亚眠,克维伊,1,0,2.48,3.24,2.72,https://www.okooo.com/soccer/match/1225515/history/
23096,1225522,法乙,08-06 01:00,巴黎FC,卡昂,0,2,3.24,3.24,2.17,https://www.okooo.com/soccer/match/1225522/history/
23096,1201917,挪超,08-06 00:00,斯特罗姆,瓦勒伦加,1,3,2.71,3.39,2.43,https://www.okooo.com/soccer/match/1201917/history/
