期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
23039,1171677,英超,03-19 22:00,阿森纳,水晶宫,4,1,1.26,5.78,11.50,https://www.okooo.com/soccer/match/1171677/history/
23039,1172718,德甲,03-19 22:30,柏林联合,法兰克福,2,0,2.32,3.07,3.33,https://www.okooo.com/soccer/match/1172718/history/
23039,1172717,德甲,03-20 00:30,勒沃库森,拜仁,2,1,4.49,4.36,1.66,https://www.okooo.com/soccer/match/1172717/history/
23039,1172719,德甲,03-20 02:30,美因茨,弗赖堡,1,1,2.03,3.37,3.74,https://www.okooo.com/soccer/match/1172719/history/
23039,1176639,意甲,03-19 22:00,都灵,那不勒斯,0,4,4.86,3.45,1.79,https://www.okooo.com/soccer/match/1176639/history/
23039,1176632,意甲,03-19 22:00,佛罗伦萨,莱切,1,0,1.59,3.79,6.14,https://www.okooo.com/soccer/match/1176632/history/
23039,1176634,意甲,03-20 01:00,拉齐奥,罗马,1,0,3.02,2.82,2.72,https://www.okooo.com/soccer/match/1176634/history/
23039,1176633,意甲,03-20 03:45,国际米兰,尤文,0,1,2.02,3.28,3.97,https://www.okooo.com/soccer/match/1176633/history/
23039,1176249,西甲,03-19 23:15,皇家社会,埃尔切,2,0,1.38,4.55,8.86,https://www.okooo.com/soccer/match/1176249/history/
23039,1176245,西甲,03-19 23:15,奥萨苏纳,比利亚雷,0,3,2.96,3.14,2.50,https://www.okooo.com/soccer/match/1176245/history/
23039,1176244,西甲,03-20 01:30,赫塔费,塞维利亚,2,0,2.77,2.92,2.85,https://www.okooo.com/soccer/match/1176244/history/
23039,1176242,西甲,03-20 04:00,巴萨,皇马,2,1,2.21,3.43,3.25,https://www.okooo.com/soccer/match/1176242/history/
23039,1172394,法甲,03-20 00:05,巴黎圣曼,雷恩,0,2,1.48,4.66,6.09,https://www.okooo.com/soccer/match/1172394/history/
23039,1172397,法甲,03-20 03:45,兰斯,马赛,1,2,2.94,3.40,2.37,https://www.okooo.com/soccer/match/1172397/history/
