期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
25120,1296128,英超,08-24 21:00,水晶宫,诺丁汉森林,1,1,2.38,3.24,3.07,https://www.okooo.com/soccer/match/1296128/history/
25120,1296129,英超,08-24 21:00,埃弗顿,布莱顿,2,0,2.92,3.34,2.42,https://www.okooo.com/soccer/match/1296129/history/
25120,1296130,英超,08-24 23:30,富勒姆,曼联,1,1,3.44,3.52,2.09,https://www.okooo.com/soccer/match/1296130/history/
25120,1299787,德甲,08-24 21:30,美因茨,科隆,0,1,1.93,3.62,3.77,https://www.okooo.com/soccer/match/1299787/history/
25120,1299786,德甲,08-24 23:30,门兴,汉堡,0,0,1.88,3.88,3.71,https://www.okooo.com/soccer/match/1299786/history/
25120,1292566,意甲,08-25 00:30,卡利亚里,佛罗伦萨,1,1,3.13,3.13,2.38,https://www.okooo.com/soccer/match/1292566/history/
25120,1292567,意甲,08-25 00:30,科莫,拉齐奥,2,0,2.37,3.30,3.01,https://www.okooo.com/soccer/match/1292567/history/
25120,1292565,意甲,08-25 02:45,亚特兰大,比萨,1,1,1.44,4.54,6.97,https://www.okooo.com/soccer/match/1292565/history/
25120,1292570,意甲,08-25 02:45,尤文,帕尔马,2,0,1.40,4.58,7.83,https://www.okooo.com/soccer/match/1292570/history/
25120,1302563,西甲,08-24 23:00,奥萨苏纳,巴伦西亚,1,0,2.26,3.15,3.38,https://www.okooo.com/soccer/match/1302563/history/
25120,1302568,西甲,08-25 01:30,皇家社会,西班牙人,2,2,1.85,3.45,4.40,https://www.okooo.com/soccer/match/1302568/history/
25120,1302570,西甲,08-25 01:30,比利亚雷,赫罗纳,5,0,1.47,4.54,6.50,https://www.okooo.com/soccer/match/1302570/history/
25120,1302564,西甲,08-25 03:30,奥维耶多,皇马,0,3,9.67,5.28,1.31,https://www.okooo.com/soccer/match/1302564/history/
25120,1301250,法甲,08-25 02:45,里尔,摩纳哥,1,0,3.22,3.59,2.14,https://www.okooo.com/soccer/match/1301250/history/
