期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
24121,1274898,亚冠,08-13 20:00,山东泰山,曼谷联合,1,1,2.60,3.26,2.49,https://www.okooo.com/soccer/match/1274898/history/
24121,1274023,欧冠,08-14 01:00,希腊人竞技,布拉迪斯拉发,0,0,2.07,3.24,3.55,https://www.okooo.com/soccer/match/1274023/history/
24121,1274066,欧冠,08-14 01:00,博德闪耀,比亚韦,4,1,1.42,4.79,6.27,https://www.okooo.com/soccer/match/1274066/history/
24121,1273165,欧冠,08-14 01:00,特温特,萨尔茨堡,3,3,2.62,3.64,2.40,https://www.okooo.com/soccer/match/1273165/history/
24121,1274021,欧冠,08-14 01:00,费内巴切,里尔,1,0,1.81,3.65,4.07,https://www.okooo.com/soccer/match/1274021/history/
24121,1274070,欧冠,08-14 01:30,塞萨洛尼基,马尔默,3,3,1.94,3.52,3.67,https://www.okooo.com/soccer/match/1274070/history/
24121,1274056,欧冠,08-14 02:00,费伦茨,中日德兰,1,1,1.89,3.62,3.74,https://www.okooo.com/soccer/match/1274056/history/
24121,1274067,欧冠,08-14 02:00,卢多戈雷茨,卡拉巴,2,3,3.14,3.44,2.16,https://www.okooo.com/soccer/match/1274067/history/
24121,1274058,欧冠,08-14 02:30,布加勒斯特星,布斯巴达,2,3,3.14,3.26,2.24,https://www.okooo.com/soccer/match/1274058/history/
24121,1273164,欧冠,08-14 02:30,圣吉罗斯,布拉格斯拉维亚,0,1,2.30,3.42,2.88,https://www.okooo.com/soccer/match/1273164/history/
24121,1274071,欧冠,08-14 02:45,流浪者,基辅迪纳摩,0,2,1.94,3.61,3.56,https://www.okooo.com/soccer/match/1274071/history/
24121,1256524,欧洲超级杯,08-15 03:00,皇马,亚特兰大,2,0,1.54,4.48,5.44,https://www.okooo.com/soccer/match/1256524/history/
24121,1257529,解放者杯,08-14 06:00,格雷米奥,弗鲁米嫩塞,2,1,2.00,2.88,4.43,https://www.okooo.com/soccer/match/1257529/history/
24121,1257522,解放者杯,08-14 08:30,圣洛伦索,米内罗竞技,1,1,3.00,2.70,2.70,https://www.okooo.com/soccer/match/1257522/history/
