期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
25072,1286375,J联赛,05-07 18:00,町田泽维亚,京都不死鸟,1,2,1.97,3.14,3.96,https://www.okooo.com/soccer/match/1286375/history/
25072,1286376,J联赛,05-07 18:00,湘南海洋,广岛三箭,0,1,3.70,3.24,2.00,https://www.okooo.com/soccer/match/1286376/history/
25072,1288902,欧冠,05-07 03:00,国际米兰,巴萨,3,3,2.60,3.69,2.54,https://www.okooo.com/soccer/match/1288902/history/
25072,1288900,欧冠,05-08 03:00,巴黎圣曼,阿森纳,2,1,2.29,3.51,3.05,https://www.okooo.com/soccer/match/1288900/history/
25072,1288929,欧联,05-09 03:00,博德闪耀,热刺,0,2,2.58,3.83,2.46,https://www.okooo.com/soccer/match/1288929/history/
25072,1288931,欧联,05-09 03:00,曼联,毕尔巴鄂,4,1,1.84,3.64,4.25,https://www.okooo.com/soccer/match/1288931/history/
25072,1288960,欧协联,05-09 03:00,切尔西,佐加顿斯,1,0,1.25,6.17,10.38,https://www.okooo.com/soccer/match/1288960/history/
25072,1288959,欧协联,05-09 03:00,佛罗伦萨,贝蒂斯,2,1,2.24,3.47,3.07,https://www.okooo.com/soccer/match/1288959/history/
25072,1290792,解放者杯,05-07 06:00,利马联盟,圣保罗,0,2,3.52,2.85,2.26,https://www.okooo.com/soccer/match/1290792/history/
25072,1290804,解放者杯,05-07 06:00,布卡拉曼加,竞技俱乐部,0,4,3.09,3.14,2.31,https://www.okooo.com/soccer/match/1290804/history/
25072,1290803,解放者杯,05-07 08:30,福塔雷萨,科洛科洛,4,0,1.96,3.09,4.16,https://www.okooo.com/soccer/match/1290803/history/
25072,1290933,解放者杯,05-07 10:00,圣安东尼奥,佩纳罗尔,0,3,3.71,3.30,1.98,https://www.okooo.com/soccer/match/1290933/history/
25072,1290816,解放者杯,05-08 06:00,巴伊亚,乌拉圭民族,1,3,1.54,4.11,5.45,https://www.okooo.com/soccer/match/1290816/history/
25072,1290780,解放者杯,05-08 08:30,科尔多瓦,弗拉门戈,1,1,5.01,3.48,1.70,https://www.okooo.com/soccer/match/1290780/history/
