期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
24023,1216718,英超,02-18 22:00,谢菲联,布莱顿,0,5,4.66,4.19,1.66,https://www.okooo.com/soccer/match/1216718/history/
24023,1216714,英超,02-19 00:30,卢顿,曼联,1,2,4.08,4.03,1.78,https://www.okooo.com/soccer/match/1216714/history/
24023,1226132,德甲,02-18 22:30,弗赖堡,法兰克福,3,3,2.43,3.33,2.88,https://www.okooo.com/soccer/match/1226132/history/
24023,1226137,德甲,02-19 00:30,波鸿,拜仁,3,2,7.07,5.40,1.36,https://www.okooo.com/soccer/match/1226137/history/
24023,1228041,意甲,02-18 22:00,乌迪内斯,卡利亚里,1,1,1.86,3.48,4.25,https://www.okooo.com/soccer/match/1228041/history/
24023,1228033,意甲,02-18 22:00,恩波利,佛罗伦萨,1,1,3.59,3.29,2.09,https://www.okooo.com/soccer/match/1228033/history/
24023,1228034,意甲,02-19 01:00,弗洛西诺内,罗马,0,3,3.58,3.62,1.98,https://www.okooo.com/soccer/match/1228034/history/
24023,1228038,意甲,02-19 03:45,蒙扎,AC米兰,4,2,4.74,3.63,1.75,https://www.okooo.com/soccer/match/1228038/history/
24023,1219244,西甲,02-18 23:15,格拉纳达,阿尔梅里亚,1,1,2.18,3.35,3.31,https://www.okooo.com/soccer/match/1219244/history/
24023,1219242,西甲,02-19 01:30,马洛卡,皇家社会,1,2,3.68,2.75,2.36,https://www.okooo.com/soccer/match/1219242/history/
24023,1219249,西甲,02-19 04:00,贝蒂斯,阿拉维斯,0,0,2.32,3.09,3.28,https://www.okooo.com/soccer/match/1219249/history/
24023,1225400,法甲,02-18 22:00,摩纳哥,图卢兹,1,2,1.56,4.21,5.56,https://www.okooo.com/soccer/match/1225400/history/
24023,1225403,法甲,02-19 00:05,兰斯,朗斯,1,1,2.21,3.28,3.30,https://www.okooo.com/soccer/match/1225403/history/
24023,1225406,法甲,02-19 03:45,布雷斯特,马赛,1,0,2.43,3.18,3.00,https://www.okooo.com/soccer/match/1225406/history/
