期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
25019,1275663,亚冠,02-12 18:00,横滨水手,上海申花,1,0,1.63,4.19,4.25,https://www.okooo.com/soccer/match/1275663/history/
25019,1287377,欧冠,02-12 01:45,布雷斯特,巴黎圣曼,0,3,9.54,5.66,1.30,https://www.okooo.com/soccer/match/1287377/history/
25019,1287379,欧冠,02-12 04:00,尤文,埃因霍温,2,1,1.87,3.63,4.09,https://www.okooo.com/soccer/match/1287379/history/
25019,1287381,欧冠,02-12 04:00,曼城,皇马,2,3,1.99,3.91,3.41,https://www.okooo.com/soccer/match/1287381/history/
25019,1287383,欧冠,02-12 04:00,里斯本,多特蒙德,0,3,2.52,3.31,2.82,https://www.okooo.com/soccer/match/1287383/history/
25019,1287385,欧冠,02-13 01:45,布鲁日,亚特兰大,2,1,3.30,3.29,2.24,https://www.okooo.com/soccer/match/1287385/history/
25019,1287391,欧冠,02-13 04:00,凯尔特人,拜仁,1,2,7.23,5.24,1.38,https://www.okooo.com/soccer/match/1287391/history/
25019,1287389,欧冠,02-13 04:00,费耶诺德,AC米兰,1,0,4.03,3.85,1.84,https://www.okooo.com/soccer/match/1287389/history/
25019,1287387,欧冠,02-13 04:00,摩纳哥,本菲卡,0,1,2.45,3.52,2.76,https://www.okooo.com/soccer/match/1287387/history/
25019,1284374,英超,02-13 03:30,埃弗顿,利物浦,2,2,7.17,4.48,1.44,https://www.okooo.com/soccer/match/1284374/history/
25019,1264688,英冠,02-12 03:45,沃特福德,利兹联,0,4,8.45,4.80,1.34,https://www.okooo.com/soccer/match/1264688/history/
25019,1264682,英冠,02-12 03:45,考文垂,女王巡游,1,0,1.92,3.40,3.91,https://www.okooo.com/soccer/match/1264682/history/
25019,1264684,英冠,02-12 04:00,诺维奇,普雷斯顿,0,1,1.70,3.65,4.82,https://www.okooo.com/soccer/match/1264684/history/
25019,1264689,英冠,02-13 03:45,伯恩利,赫尔城,2,0,1.69,3.40,5.43,https://www.okooo.com/soccer/match/1264689/history/
