期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
25049,1289650,足总杯,03-30 23:30,伯恩茅斯,曼城,1,2,3.13,3.70,2.13,https://www.okooo.com/soccer/match/1289650/history/
25049,1269547,德甲,03-30 21:30,弗赖堡,柏林联合,1,2,1.96,3.41,3.97,https://www.okooo.com/soccer/match/1269547/history/
25049,1269544,德甲,03-30 23:30,多特蒙德,美因茨,3,1,1.64,4.12,4.91,https://www.okooo.com/soccer/match/1269544/history/
25049,1269220,意甲,03-30 21:00,佛罗伦萨,亚特兰大,1,0,3.59,3.42,2.06,https://www.okooo.com/soccer/match/1269220/history/
25049,1269222,意甲,03-31 00:00,国际米兰,乌迪内斯,2,1,1.42,4.46,7.86,https://www.okooo.com/soccer/match/1269222/history/
25049,1269226,意甲,03-31 02:45,那不勒斯,AC米兰,2,1,1.93,3.51,3.95,https://www.okooo.com/soccer/match/1269226/history/
25049,1260018,西甲,03-30 22:15,巴萨,赫罗纳,4,1,1.28,6.11,9.22,https://www.okooo.com/soccer/match/1260018/history/
25049,1260017,西甲,03-31 00:30,毕尔巴鄂,奥萨苏纳,0,0,1.47,4.24,7.09,https://www.okooo.com/soccer/match/1260017/history/
25049,1260026,西甲,03-31 00:30,巴伦西亚,马洛卡,1,0,2.00,3.16,4.15,https://www.okooo.com/soccer/match/1260026/history/
25049,1260019,西甲,03-31 03:00,贝蒂斯,塞维利亚,2,1,1.79,3.45,4.85,https://www.okooo.com/soccer/match/1260019/history/
25049,1263254,法甲,03-30 21:00,图卢兹,布雷斯特,2,4,2.02,3.35,3.81,https://www.okooo.com/soccer/match/1263254/history/
25049,1263252,法甲,03-30 23:15,勒阿弗尔,南特,3,2,3.01,3.20,2.41,https://www.okooo.com/soccer/match/1263252/history/
25049,1263250,法甲,03-30 23:15,昂热,雷恩,0,3,3.70,3.31,2.07,https://www.okooo.com/soccer/match/1263250/history/
25049,1263257,法甲,03-31 02:45,里尔,朗斯,1,0,2.01,3.36,3.84,https://www.okooo.com/soccer/match/1263257/history/
