期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
23001,1171584,英超,01-01 22:00,热刺,维拉,0,2,1.65,4.09,4.98,https://www.okooo.com/soccer/match/1171584/history/
23001,1171583,英超,01-02 00:30,诺丁汉森林,切尔西,1,1,5.60,4.00,1.60,https://www.okooo.com/soccer/match/1171583/history/
23001,1171589,英超,01-03 01:30,布伦特,利物浦,3,1,5.84,4.47,1.52,https://www.okooo.com/soccer/match/1171589/history/
23001,1175630,英冠,01-02 23:00,斯旺西,伯恩利,1,2,3.04,3.22,2.32,https://www.okooo.com/soccer/match/1175630/history/
23001,1172289,法甲,01-01 22:00,图卢兹,阿雅克肖,2,0,2.09,3.30,3.61,https://www.okooo.com/soccer/match/1172289/history/
23001,1172282,法甲,01-01 22:00,南特,欧塞尔,1,0,1.87,3.43,4.34,https://www.okooo.com/soccer/match/1172282/history/
23001,1172281,法甲,01-01 22:00,昂热,洛里昂,1,2,2.53,3.35,2.74,https://www.okooo.com/soccer/match/1172281/history/
23001,1172280,法甲,01-01 22:00,摩纳哥,布雷斯特,1,0,1.49,4.56,5.98,https://www.okooo.com/soccer/match/1172280/history/
23001,1172285,法甲,01-02 00:00,里昂,克莱蒙,0,1,1.54,4.26,5.76,https://www.okooo.com/soccer/match/1172285/history/
23001,1172286,法甲,01-02 03:45,朗斯,巴黎圣曼,3,1,3.58,3.50,2.04,https://www.okooo.com/soccer/match/1172286/history/
23001,1172287,法甲,01-02 22:00,斯特拉斯,特鲁瓦,2,3,1.86,3.63,4.06,https://www.okooo.com/soccer/match/1172287/history/
23001,1172283,法甲,01-03 00:00,里尔,兰斯,1,1,1.61,3.99,5.40,https://www.okooo.com/soccer/match/1172283/history/
23001,1172284,法甲,01-03 02:00,蒙彼利埃,马赛,1,2,5.05,4.03,1.64,https://www.okooo.com/soccer/match/1172284/history/
23001,1172288,法甲,01-03 04:00,雷恩,尼斯,2,1,1.83,3.60,4.32,https://www.okooo.com/soccer/match/1172288/history/
