期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
25050,1260408,英超,04-02 02:45,阿森纳,富勒姆,2,1,1.48,4.20,7.27,https://www.okooo.com/soccer/match/1260408/history/
25050,1260411,英超,04-02 02:45,狼队,西汉姆,1,0,2.36,3.19,3.16,https://www.okooo.com/soccer/match/1260411/history/
25050,1260410,英超,04-02 03:00,诺丁汉森林,曼联,1,0,2.31,3.35,3.09,https://www.okooo.com/soccer/match/1260410/history/
25050,1260409,英超,04-03 02:45,布莱顿,维拉,0,3,2.30,3.49,3.01,https://www.okooo.com/soccer/match/1260409/history/
25050,1260413,英超,04-03 02:45,曼城,莱切城,2,0,1.19,7.42,12.72,https://www.okooo.com/soccer/match/1260413/history/
25050,1260414,英超,04-03 02:45,纽卡斯尔,布伦特,2,1,1.66,4.24,4.63,https://www.okooo.com/soccer/match/1260414/history/
25050,1260415,英超,04-03 02:45,南安普敦,水晶宫,1,1,5.55,4.02,1.60,https://www.okooo.com/soccer/match/1260415/history/
25050,1260416,英超,04-03 03:00,利物浦,埃弗顿,1,0,1.46,4.42,6.96,https://www.okooo.com/soccer/match/1260416/history/
25050,1289656,德国杯,04-02 02:45,比勒菲尔德,勒沃库森,2,1,10.42,5.97,1.25,https://www.okooo.com/soccer/match/1289656/history/
25050,1289655,德国杯,04-03 02:45,斯图加特,莱比锡,3,1,1.92,3.77,3.56,https://www.okooo.com/soccer/match/1289655/history/
25050,1289478,意大利杯,04-02 03:00,恩波利,博洛尼亚,0,3,6.30,3.68,1.60,https://www.okooo.com/soccer/match/1289478/history/
25050,1289439,意大利杯,04-03 03:00,AC米兰,国际米兰,1,1,3.08,3.21,2.37,https://www.okooo.com/soccer/match/1289439/history/
25050,1287888,国王杯,04-02 03:30,皇马,皇家社会,3,4,1.50,4.51,6.02,https://www.okooo.com/soccer/match/1287888/history/
25050,1287886,国王杯,04-03 03:30,马竞,巴萨,0,1,3.00,3.62,2.23,https://www.okooo.com/soccer/match/1287886/history/
