期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
26024,1315661,英超,02-03 04:00,桑德兰,伯恩利,3,0,1.91,3.29,4.47,https://www.okooo.com/soccer/match/1315661/history/
26024,1320245,英冠,02-04 03:45,赫尔城,沃特福德,0,0,2.38,3.29,2.91,https://www.okooo.com/soccer/match/1320245/history/
26024,1320246,英冠,02-04 03:45,谢菲联,牛津联,3,1,1.40,4.55,7.56,https://www.okooo.com/soccer/match/1320246/history/
26024,1319515,英冠,02-04 03:45,朴次茅斯,伊普斯,,,4.39,3.44,1.82,https://www.okooo.com/soccer/match/1319515/history/
26024,1317782,英联杯,02-04 04:00,阿森纳,切尔西,1,0,1.70,3.94,4.62,https://www.okooo.com/soccer/match/1317782/history/
26024,1316064,德国杯,02-04 03:45,勒沃库森,圣保利,3,0,1.41,4.73,6.97,https://www.okooo.com/soccer/match/1316064/history/
26024,1292794,意甲,02-03 03:45,乌迪内斯,罗马,1,0,4.35,3.15,1.97,https://www.okooo.com/soccer/match/1292794/history/
26024,1320234,意甲,02-04 03:45,博洛尼亚,AC米兰,0,3,3.07,3.09,2.46,https://www.okooo.com/soccer/match/1320234/history/
26024,1302763,西甲,02-03 04:00,马洛卡,塞维利亚,4,1,2.65,3.02,2.88,https://www.okooo.com/soccer/match/1302763/history/
26024,1320217,法国杯,02-04 03:30,兰斯,勒芒,3,0,2.02,3.23,3.70,https://www.okooo.com/soccer/match/1320217/history/
26024,1320218,法国杯,02-04 04:10,马赛,雷恩,3,0,1.46,4.75,5.69,https://www.okooo.com/soccer/match/1320218/history/
26024,1320777,荷乙,02-03 03:00,马斯特里,阿尔梅勒,1,1,4.64,4.60,1.53,https://www.okooo.com/soccer/match/1320777/history/
26024,1307938,葡超,02-03 02:45,阿维SAD,布拉加,0,4,9.36,5.05,1.31,https://www.okooo.com/soccer/match/1307938/history/
26024,1307939,葡超,02-03 04:45,卡萨皮亚,波尔图,2,1,11.80,5.36,1.26,https://www.okooo.com/soccer/match/1307939/history/
