期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
23058,1175858,英冠,04-29 03:00,布莱克浦,米尔沃尔,2,3,3.25,3.30,2.17,https://www.okooo.com/soccer/match/1175858/history/
23058,1172767,德甲,04-29 02:30,波鸿,多特蒙德,1,1,5.91,5.00,1.46,https://www.okooo.com/soccer/match/1172767/history/
23058,1174769,德乙,04-29 00:30,帕德博恩,不伦瑞克,5,1,1.63,4.05,4.68,https://www.okooo.com/soccer/match/1174769/history/
23058,1174767,德乙,04-29 00:30,菲尔特,海登海姆,0,2,2.80,3.18,2.50,https://www.okooo.com/soccer/match/1174767/history/
23058,1176685,意甲,04-29 00:30,莱切,乌迪内斯,1,0,2.22,3.08,3.60,https://www.okooo.com/soccer/match/1176685/history/
23058,1176689,意甲,04-29 02:45,斯佩齐亚,蒙扎,0,2,2.75,3.21,2.63,https://www.okooo.com/soccer/match/1176689/history/
23058,1176305,西甲,04-29 03:00,奥萨苏纳,皇家社会,0,2,3.69,2.99,2.23,https://www.okooo.com/soccer/match/1176305/history/
23058,1172445,法甲,04-29 03:00,斯特拉斯,里昂,1,2,2.69,3.34,2.60,https://www.okooo.com/soccer/match/1172445/history/
23058,1171194,荷乙,04-29 02:00,芬洛,阿贾青年队,0,1,1.67,4.11,4.11,https://www.okooo.com/soccer/match/1171194/history/
23058,1171191,荷乙,04-29 02:00,马斯特里,阿尔青年队,1,3,1.96,3.79,3.20,https://www.okooo.com/soccer/match/1171191/history/
23058,1171187,荷乙,04-29 02:00,海牙,海尔蒙特,2,2,1.52,4.07,5.55,https://www.okooo.com/soccer/match/1171187/history/
23058,1171190,荷乙,04-29 02:00,赫拉克勒斯,埃因青年队,3,0,1.21,6.30,10.15,https://www.okooo.com/soccer/match/1171190/history/
23058,1171192,荷乙,04-29 02:00,兹沃勒,多德勒支,4,0,1.08,10.31,18.91,https://www.okooo.com/soccer/match/1171192/history/
23058,1171188,荷乙,04-29 02:00,登博思,特尔斯达,0,1,3.50,3.62,1.91,https://www.okooo.com/soccer/match/1171188/history/
