期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
23141,1216570,英超,11-04 23:00,布伦特,西汉姆,3,2,2.11,3.61,3.28,https://www.okooo.com/soccer/match/1216570/history/
23141,1216578,英超,11-04 23:00,谢菲联,狼队,2,1,4.10,3.63,1.86,https://www.okooo.com/soccer/match/1216578/history/
23141,1216572,英超,11-04 23:00,埃弗顿,布莱顿,1,1,2.80,3.50,2.41,https://www.okooo.com/soccer/match/1216572/history/
23141,1216575,英超,11-04 23:00,曼城,伯恩茅斯,6,1,1.09,10.56,23.43,https://www.okooo.com/soccer/match/1216575/history/
23141,1216571,英超,11-04 23:00,伯恩利,水晶宫,0,2,3.26,3.12,2.33,https://www.okooo.com/soccer/match/1216571/history/
23141,1216576,英超,11-05 01:30,纽卡斯尔,阿森纳,1,0,2.78,3.21,2.62,https://www.okooo.com/soccer/match/1216576/history/
23141,1226025,德甲,11-04 22:30,弗赖堡,门兴,3,3,1.98,3.76,3.45,https://www.okooo.com/soccer/match/1226025/history/
23141,1226029,德甲,11-04 22:30,霍芬海姆,勒沃库森,2,3,5.25,4.84,1.51,https://www.okooo.com/soccer/match/1226029/history/
23141,1226028,德甲,11-04 22:30,科隆,奥格斯堡,1,1,2.04,3.71,3.35,https://www.okooo.com/soccer/match/1226028/history/
23141,1226024,德甲,11-04 22:30,柏林联合,法兰克福,0,3,2.51,3.17,2.90,https://www.okooo.com/soccer/match/1226024/history/
23141,1226027,德甲,11-04 22:30,美因茨,莱比锡,2,0,4.54,4.04,1.69,https://www.okooo.com/soccer/match/1226027/history/
23141,1226023,德甲,11-05 01:30,多特蒙德,拜仁,0,4,3.78,4.33,1.78,https://www.okooo.com/soccer/match/1226023/history/
23141,1227897,意甲,11-05 01:00,亚特兰大,国际米兰,1,2,3.45,3.45,2.09,https://www.okooo.com/soccer/match/1227897/history/
23141,1227893,意甲,11-05 03:45,AC米兰,乌迪内斯,0,1,1.43,4.48,7.32,https://www.okooo.com/soccer/match/1227893/history/
