期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
25124,1296139,英超,08-30 22:00,曼联,伯恩利,3,2,1.38,5.04,7.59,https://www.okooo.com/soccer/match/1296139/history/
25124,1296141,英超,08-30 22:00,桑德兰,布伦特,2,1,3.07,3.27,2.37,https://www.okooo.com/soccer/match/1296141/history/
25124,1296142,英超,08-30 22:00,热刺,伯恩茅斯,0,1,1.87,3.79,3.93,https://www.okooo.com/soccer/match/1296142/history/
25124,1296143,英超,08-30 22:00,狼队,埃弗顿,2,3,3.22,3.14,2.37,https://www.okooo.com/soccer/match/1296143/history/
25124,1296137,英超,08-31 00:30,利兹联,纽卡斯尔,0,0,3.59,3.40,2.08,https://www.okooo.com/soccer/match/1296137/history/
25124,1299797,德甲,08-30 21:30,霍芬海姆,法兰克福,1,3,2.67,3.78,2.39,https://www.okooo.com/soccer/match/1299797/history/
25124,1299792,德甲,08-30 21:30,莱比锡,海登海姆,2,0,1.47,4.84,5.87,https://www.okooo.com/soccer/match/1299792/history/
25124,1299794,德甲,08-30 21:30,斯图加特,门兴,1,0,1.57,4.62,4.86,https://www.okooo.com/soccer/match/1299794/history/
25124,1299793,德甲,08-30 21:30,不来梅,勒沃库森,3,3,3.57,3.88,1.93,https://www.okooo.com/soccer/match/1299793/history/
25124,1299796,德甲,08-31 00:30,奥格斯堡,拜仁,2,3,9.19,6.02,1.28,https://www.okooo.com/soccer/match/1299796/history/
25124,1292575,意甲,08-31 00:30,博洛尼亚,科莫,1,0,2.72,3.07,2.76,https://www.okooo.com/soccer/match/1292575/history/
25124,1302571,西甲,08-30 23:00,阿拉维斯,马竞,1,1,5.25,3.51,1.72,https://www.okooo.com/soccer/match/1302571/history/
25124,1302575,西甲,08-31 01:30,赫罗纳,塞维利亚,0,2,2.43,3.15,3.05,https://www.okooo.com/soccer/match/1302575/history/
25124,1302580,西甲,08-31 03:30,皇马,马洛卡,2,1,1.17,7.42,15.31,https://www.okooo.com/soccer/match/1302580/history/
