期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
25090,1280481,世俱杯,06-20 00:00,帕尔梅拉斯,开罗阿赫利,2,0,1.52,4.06,6.57,https://www.okooo.com/soccer/match/1280481/history/
25090,1280482,世俱杯,06-20 03:00,迈阿密国际,波尔图,2,1,4.05,3.81,1.83,https://www.okooo.com/soccer/match/1280482/history/
25090,1280488,世俱杯,06-20 06:00,西雅图海湾人,马竞,1,3,8.02,4.62,1.40,https://www.okooo.com/soccer/match/1280488/history/
25090,1280487,世俱杯,06-20 09:00,巴黎圣曼,博塔弗戈,0,1,1.32,5.49,8.68,https://www.okooo.com/soccer/match/1280487/history/
25090,1280494,世俱杯,06-21 00:00,本菲卡,奥克兰城,6,0,1.01,31.51,62.73,https://www.okooo.com/soccer/match/1280494/history/
25090,1280499,世俱杯,06-21 02:00,弗拉门戈,切尔西,3,1,3.71,3.13,2.13,https://www.okooo.com/soccer/match/1280499/history/
25090,1292309,世俱杯,06-21 06:00,洛杉矶FC,突尼斯希望,0,1,2.03,3.36,3.70,https://www.okooo.com/soccer/match/1292309/history/
25090,1280493,世俱杯,06-21 09:00,拜仁,博卡青年,2,1,1.26,5.90,10.79,https://www.okooo.com/soccer/match/1280493/history/
25090,1280512,世俱杯,06-22 00:00,马梅洛迪夕阳,多特蒙德,3,4,6.91,4.60,1.44,https://www.okooo.com/soccer/match/1280512/history/
25090,1280506,世俱杯,06-22 03:00,国际米兰,浦和红钻,2,1,1.34,5.40,8.52,https://www.okooo.com/soccer/match/1280506/history/
25090,1280511,世俱杯,06-22 06:00,弗鲁米嫩塞,蔚山现代,4,2,1.48,4.20,6.95,https://www.okooo.com/soccer/match/1280511/history/
25090,1280505,世俱杯,06-22 09:00,河床,蒙特雷,0,0,2.11,3.28,3.57,https://www.okooo.com/soccer/match/1280505/history/
25090,1291278,金杯赛,06-20 09:15,沙特,美国,0,1,5.79,4.10,1.53,https://www.okooo.com/soccer/match/1291278/history/
25090,1291281,金杯赛,06-22 07:00,库拉索,加拿大,1,1,12.41,6.24,1.20,https://www.okooo.com/soccer/match/1291281/history/
