期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
24158,1250313,欧国联,10-13 21:00,哈萨克斯坦,斯洛文尼亚,0,1,5.81,3.68,1.61,https://www.okooo.com/soccer/match/1250313/history/
24158,1250367,欧国联,10-14 00:00,亚美尼亚,北马其顿,0,2,2.50,3.13,2.89,https://www.okooo.com/soccer/match/1250367/history/
24158,1250301,欧国联,10-14 00:00,芬兰,英格兰,1,3,11.97,5.89,1.24,https://www.okooo.com/soccer/match/1250301/history/
24158,1254934,欧国联,10-14 00:00,列支敦士登,直布罗陀,0,0,2.20,2.91,3.70,https://www.okooo.com/soccer/match/1254934/history/
24158,1250314,欧国联,10-14 02:45,奥地利,挪威,5,1,1.94,3.47,3.86,https://www.okooo.com/soccer/match/1250314/history/
24158,1250368,欧国联,10-14 02:45,法罗群岛,拉脱维亚,1,1,2.55,2.91,3.02,https://www.okooo.com/soccer/match/1250368/history/
24158,1250302,欧国联,10-14 02:45,希腊,爱尔兰,2,0,1.80,3.32,4.84,https://www.okooo.com/soccer/match/1250302/history/
24158,1250337,欧国联,10-15 00:00,阿塞拜疆,斯洛伐克,1,3,5.34,3.84,1.62,https://www.okooo.com/soccer/match/1250337/history/
24158,1250253,欧国联,10-15 02:45,比利时,法国,1,2,3.03,3.28,2.35,https://www.okooo.com/soccer/match/1250253/history/
24158,1250265,欧国联,10-15 02:45,波黑,匈牙利,0,2,3.25,3.24,2.26,https://www.okooo.com/soccer/match/1250265/history/
24158,1250338,欧国联,10-15 02:45,爱沙尼亚,瑞典,0,3,13.01,6.46,1.20,https://www.okooo.com/soccer/match/1250338/history/
24158,1250266,欧国联,10-15 02:45,德国,荷兰,1,0,1.81,4.01,3.89,https://www.okooo.com/soccer/match/1250266/history/
24158,1250325,欧国联,10-15 02:45,冰岛,土耳其,2,4,4.16,3.58,1.84,https://www.okooo.com/soccer/match/1250325/history/
24158,1250326,欧国联,10-15 02:45,威尔士,黑山,1,0,1.55,4.00,5.95,https://www.okooo.com/soccer/match/1250326/history/
