期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
25145,1299246,英冠,10-18 03:00,米堡,伊普斯,2,1,2.87,3.21,2.44,https://www.okooo.com/soccer/match/1299246/history/
25145,1299840,德甲,10-18 02:30,柏林联合,门兴,3,1,2.24,3.35,3.20,https://www.okooo.com/soccer/match/1299840/history/
25145,1307525,德乙,10-18 00:30,杜塞尔多夫,不伦瑞克,1,2,1.85,3.64,3.85,https://www.okooo.com/soccer/match/1307525/history/
25145,1307527,德乙,10-18 00:30,汉诺威,沙尔克,0,3,1.93,3.53,3.65,https://www.okooo.com/soccer/match/1307527/history/
25145,1302639,西甲,10-18 03:00,奥维耶多,西班牙人,0,2,2.89,3.06,2.60,https://www.okooo.com/soccer/match/1302639/history/
25145,1301305,法甲,10-18 02:45,巴黎圣曼,斯特拉斯,3,3,1.36,5.35,7.60,https://www.okooo.com/soccer/match/1301305/history/
25145,1311181,法乙,10-18 02:00,布洛涅,甘冈,2,2,2.70,3.15,2.53,https://www.okooo.com/soccer/match/1311181/history/
25145,1301762,法乙,10-18 02:00,克莱蒙,阿纳西,0,1,2.65,3.01,2.68,https://www.okooo.com/soccer/match/1301762/history/
25145,1301767,法乙,10-18 02:00,格勒诺布尔,波城,1,1,2.90,3.15,2.37,https://www.okooo.com/soccer/match/1301767/history/
25145,1301760,法乙,10-18 02:00,罗德兹,兰斯,2,2,3.26,3.48,2.04,https://www.okooo.com/soccer/match/1301760/history/
25145,1301764,法乙,10-18 02:00,特鲁瓦,巴斯蒂亚,1,0,1.77,3.43,4.41,https://www.okooo.com/soccer/match/1301764/history/
25145,1297629,荷乙,10-18 00:30,瓦尔韦克,威廉二世,2,3,2.18,3.56,2.88,https://www.okooo.com/soccer/match/1297629/history/
25145,1297623,荷乙,10-18 02:00,海牙,多德勒支,3,0,1.33,5.32,7.07,https://www.okooo.com/soccer/match/1297623/history/
25145,1297630,荷乙,10-18 02:00,罗达JC,登博思,6,0,1.84,3.85,3.53,https://www.okooo.com/soccer/match/1297630/history/
