期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
25118,1296133,英超,08-23 03:00,西汉姆,切尔西,1,5,4.72,3.88,1.72,https://www.okooo.com/soccer/match/1296133/history/
25118,1299160,英冠,08-23 03:00,德比郡,布里斯托,1,1,3.02,3.04,2.45,https://www.okooo.com/soccer/match/1299160/history/
25118,1299685,德甲,08-23 02:30,拜仁,莱比锡,6,0,1.24,6.91,9.74,https://www.okooo.com/soccer/match/1299685/history/
25118,1307468,德乙,08-23 00:30,艾禾斯堡,凯泽斯劳滕,2,1,2.07,3.47,3.28,https://www.okooo.com/soccer/match/1307468/history/
25118,1307475,德乙,08-23 00:30,明斯特,纽伦堡,2,1,2.20,3.35,3.13,https://www.okooo.com/soccer/match/1307475/history/
25118,1302565,西甲,08-23 03:30,贝蒂斯,阿拉维斯,1,0,1.85,3.41,4.49,https://www.okooo.com/soccer/match/1302565/history/
25118,1301257,法甲,08-23 02:45,巴黎圣曼,昂热,1,0,1.07,12.15,27.62,https://www.okooo.com/soccer/match/1301257/history/
25118,1301697,法乙,08-23 02:00,亚眠,阿纳西,0,1,2.67,3.11,2.61,https://www.okooo.com/soccer/match/1301697/history/
25118,1301699,法乙,08-23 02:00,克莱蒙,格勒诺布尔,2,1,2.12,3.26,3.30,https://www.okooo.com/soccer/match/1301699/history/
25118,1301701,法乙,08-23 02:00,敦刻尔克,南锡,1,3,2.40,3.11,2.92,https://www.okooo.com/soccer/match/1301701/history/
25118,1301696,法乙,08-23 02:00,罗德兹,拉瓦勒,1,1,2.57,3.32,2.57,https://www.okooo.com/soccer/match/1301696/history/
25118,1297545,荷乙,08-23 02:00,海尔蒙特,埃门,2,0,1.87,3.53,3.70,https://www.okooo.com/soccer/match/1297545/history/
25118,1282120,挪超,08-23 01:00,KFUM奥斯陆,汉坎,2,2,1.61,3.67,5.54,https://www.okooo.com/soccer/match/1282120/history/
25118,1284496,芬超,08-22 23:00,瓦萨,科特卡,3,2,1.59,4.20,4.61,https://www.okooo.com/soccer/match/1284496/history/
