期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
23067,1206911,J2联赛,05-17 12:30,山形山神,大分三神,5,0,2.74,3.21,2.42,https://www.okooo.com/soccer/match/1206911/history/
23067,1206914,J2联赛,05-17 18:00,枥木SC,东京绿茵,0,2,3.34,2.79,2.33,https://www.okooo.com/soccer/match/1206914/history/
23067,1206917,J2联赛,05-17 18:00,町田泽维亚,雷法山口,2,0,1.48,3.82,6.66,https://www.okooo.com/soccer/match/1206917/history/
23067,1206920,J2联赛,05-17 18:00,长崎航海,冈山绿雉,0,0,2.35,3.02,3.02,https://www.okooo.com/soccer/match/1206920/history/
23067,1206912,J2联赛,05-17 18:00,秋田蓝色闪电,甲府风林,0,1,3.08,2.84,2.43,https://www.okooo.com/soccer/match/1206912/history/
23067,1214185,欧冠,05-17 03:00,国际米兰,AC米兰,1,0,2.30,3.31,3.22,https://www.okooo.com/soccer/match/1214185/history/
23067,1214183,欧冠,05-18 03:00,曼城,皇马,4,0,1.58,4.52,5.21,https://www.okooo.com/soccer/match/1214183/history/
23067,1214442,欧联,05-19 03:00,塞维利亚,尤文,1,1,2.40,3.10,3.20,https://www.okooo.com/soccer/match/1214442/history/
23067,1214445,欧联,05-19 03:00,勒沃库森,罗马,0,0,2.08,3.25,3.78,https://www.okooo.com/soccer/match/1214445/history/
23067,1214447,欧协联,05-19 03:00,阿尔克马,西汉姆,0,1,2.72,3.29,2.56,https://www.okooo.com/soccer/match/1214447/history/
23067,1214446,欧协联,05-19 03:00,巴塞尔,佛罗伦萨,1,2,4.92,4.12,1.63,https://www.okooo.com/soccer/match/1214446/history/
23067,1214451,英超,05-19 02:30,纽卡斯尔,布莱顿,4,1,1.81,4.00,4.01,https://www.okooo.com/soccer/match/1214451/history/
23067,1201838,挪超,05-17 00:00,维京,奥德,3,2,1.59,4.09,4.96,https://www.okooo.com/soccer/match/1201838/history/
23067,1201837,挪超,05-17 00:00,特罗姆瑟,博德闪耀,2,3,5.14,3.91,1.60,https://www.okooo.com/soccer/match/1201837/history/
