期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
25002,1260308,英超,01-04 23:00,维拉,莱切城,2,1,1.32,5.56,8.24,https://www.okooo.com/soccer/match/1260308/history/
25002,1260307,英超,01-04 23:00,伯恩茅斯,埃弗顿,1,0,1.68,3.83,4.97,https://www.okooo.com/soccer/match/1260307/history/
25002,1260310,英超,01-04 23:00,水晶宫,切尔西,1,1,3.53,3.81,1.96,https://www.okooo.com/soccer/match/1260310/history/
25002,1260313,英超,01-04 23:00,曼城,西汉姆,4,1,1.24,6.86,9.98,https://www.okooo.com/soccer/match/1260313/history/
25002,1260314,英超,01-04 23:00,南安普敦,布伦特,0,5,3.25,3.56,2.14,https://www.okooo.com/soccer/match/1260314/history/
25002,1260309,英超,01-05 01:30,布莱顿,阿森纳,1,1,4.59,3.57,1.79,https://www.okooo.com/soccer/match/1260309/history/
25002,1269117,意甲,01-04 22:00,威尼斯,恩波利,1,1,2.56,3.01,2.99,https://www.okooo.com/soccer/match/1269117/history/
25002,1269110,意甲,01-05 01:00,佛罗伦萨,那不勒斯,0,3,3.39,3.05,2.29,https://www.okooo.com/soccer/match/1269110/history/
25002,1269111,意甲,01-05 03:45,维罗纳,乌迪内斯,0,0,3.11,2.97,2.50,https://www.okooo.com/soccer/match/1269111/history/
25002,1263154,法甲,01-05 00:00,圣埃蒂安,兰斯,3,1,3.48,3.43,2.09,https://www.okooo.com/soccer/match/1263154/history/
25002,1263156,法甲,01-05 02:00,里尔,南特,1,1,1.50,4.20,6.56,https://www.okooo.com/soccer/match/1263156/history/
25002,1270202,葡超,01-04 23:30,摩雷伦斯,阿维SAD,1,1,1.87,3.20,4.48,https://www.okooo.com/soccer/match/1270202/history/
25002,1270195,葡超,01-05 02:00,本菲卡,布拉加,1,2,1.33,5.34,7.48,https://www.okooo.com/soccer/match/1270195/history/
25002,1270201,葡超,01-05 04:30,博阿维斯塔,阿罗卡,1,3,3.70,3.10,2.09,https://www.okooo.com/soccer/match/1270201/history/
