期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
23003,1199901,足总杯,01-07 04:00,曼联,埃弗顿,3,1,1.35,4.83,8.46,https://www.okooo.com/soccer/match/1199901/history/
23003,1176147,西甲,01-07 01:30,埃尔切,塞尔塔,0,1,3.86,3.19,2.07,https://www.okooo.com/soccer/match/1176147/history/
23003,1176149,西甲,01-07 04:00,巴伦西亚,加的斯,0,1,1.55,4.08,6.02,https://www.okooo.com/soccer/match/1176149/history/
23003,1199864,法国杯,01-07 01:00,格勒诺布尔,尼姆,1,0,2.29,2.99,3.22,https://www.okooo.com/soccer/match/1199864/history/
23003,1199854,法国杯,01-07 01:00,巴黎FC,瓦朗谢讷,3,1,1.89,3.35,3.95,https://www.okooo.com/soccer/match/1199854/history/
23003,1199856,法国杯,01-07 01:00,波城,蒙彼利埃,2,1,3.65,3.23,2.01,https://www.okooo.com/soccer/match/1199856/history/
23003,1199851,法国杯,01-07 01:00,斯特拉斯,昂热,0,0,1.72,3.73,4.30,https://www.okooo.com/soccer/match/1199851/history/
23003,1199868,法国杯,01-07 04:00,沙托鲁,巴黎圣曼,1,3,12.39,6.38,1.21,https://www.okooo.com/soccer/match/1199868/history/
23003,1170636,荷甲,01-07 03:00,特温特,埃门,2,0,1.43,4.45,6.89,https://www.okooo.com/soccer/match/1170636/history/
23003,1171036,荷乙,01-07 03:00,威廉二世,罗达JC,1,0,2.00,3.36,3.45,https://www.okooo.com/soccer/match/1171036/history/
23003,1171034,荷乙,01-07 03:00,兹沃勒,阿尔梅勒,3,2,1.58,4.03,4.87,https://www.okooo.com/soccer/match/1171034/history/
23003,1171033,荷乙,01-07 03:00,奥斯,特尔斯达,2,1,3.51,3.14,2.07,https://www.okooo.com/soccer/match/1171033/history/
23003,1171030,荷乙,01-07 03:00,多德勒支,海牙,0,1,2.99,3.44,2.17,https://www.okooo.com/soccer/match/1171030/history/
23003,1171027,荷乙,01-07 03:00,阿贾青年队,埃因FC,1,1,2.26,3.54,2.78,https://www.okooo.com/soccer/match/1171027/history/
