期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
23002,1171594,英超,01-04 03:45,莱切城,富勒姆,0,1,2.33,3.55,2.94,https://www.okooo.com/soccer/match/1171594/history/
23002,1171592,英超,01-04 03:45,埃弗顿,布莱顿,1,4,3.22,3.31,2.28,https://www.okooo.com/soccer/match/1171592/history/
23002,1171587,英超,01-04 03:45,阿森纳,纽卡斯尔,0,0,1.76,3.80,4.58,https://www.okooo.com/soccer/match/1171587/history/
23002,1171595,英超,01-04 04:00,曼联,伯恩茅斯,3,0,1.26,5.99,10.86,https://www.okooo.com/soccer/match/1171595/history/
23002,1171596,英超,01-05 03:30,南安普敦,诺丁汉森林,0,1,2.29,3.27,3.23,https://www.okooo.com/soccer/match/1171596/history/
23002,1171593,英超,01-05 03:45,利兹联,西汉姆,2,2,2.80,3.35,2.52,https://www.okooo.com/soccer/match/1171593/history/
23002,1171591,英超,01-05 04:00,水晶宫,热刺,0,4,3.29,3.38,2.21,https://www.okooo.com/soccer/match/1171591/history/
23002,1171588,英超,01-05 04:00,维拉,狼队,1,1,1.94,3.44,4.06,https://www.okooo.com/soccer/match/1171588/history/
23002,1176526,意甲,01-04 19:30,萨勒尼塔纳,AC米兰,1,2,7.80,4.77,1.40,https://www.okooo.com/soccer/match/1176526/history/
23002,1176528,意甲,01-04 21:30,斯佩齐亚,亚特兰大,2,2,4.58,3.87,1.73,https://www.okooo.com/soccer/match/1176528/history/
23002,1176525,意甲,01-04 23:30,罗马,博洛尼亚,1,0,1.66,3.68,5.50,https://www.okooo.com/soccer/match/1176525/history/
23002,1176524,意甲,01-04 23:30,莱切,拉齐奥,2,1,3.71,3.28,2.08,https://www.okooo.com/soccer/match/1176524/history/
23002,1176521,意甲,01-05 01:30,克雷莫纳,尤文,0,1,4.72,3.56,1.78,https://www.okooo.com/soccer/match/1176521/history/
23002,1176523,意甲,01-05 03:45,国际米兰,那不勒斯,1,0,2.35,3.38,3.01,https://www.okooo.com/soccer/match/1176523/history/
