期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
25058,1260430,英超,04-13 21:00,切尔西,伊普斯,2,2,1.20,7.02,12.94,https://www.okooo.com/soccer/match/1260430/history/
25058,1260431,英超,04-13 21:00,利物浦,西汉姆,2,1,1.28,5.85,9.90,https://www.okooo.com/soccer/match/1260431/history/
25058,1260436,英超,04-13 21:00,狼队,热刺,4,2,2.29,3.45,3.05,https://www.okooo.com/soccer/match/1260436/history/
25058,1260433,英超,04-13 23:30,纽卡斯尔,曼联,4,1,1.61,4.20,5.14,https://www.okooo.com/soccer/match/1260433/history/
25058,1269561,德甲,04-13 21:30,斯图加特,不来梅,1,2,1.70,4.23,4.30,https://www.okooo.com/soccer/match/1269561/history/
25058,1269563,德甲,04-13 23:30,法兰克福,海登海姆,3,0,1.73,4.01,4.36,https://www.okooo.com/soccer/match/1269563/history/
25058,1269240,意甲,04-13 21:00,佛罗伦萨,帕尔马,0,0,1.72,3.64,4.98,https://www.okooo.com/soccer/match/1269240/history/
25058,1269241,意甲,04-13 21:00,维罗纳,热那亚,0,0,2.93,2.75,2.84,https://www.okooo.com/soccer/match/1269241/history/
25058,1269239,意甲,04-14 00:00,科莫,都灵,1,0,1.85,3.50,4.35,https://www.okooo.com/soccer/match/1269239/history/
25058,1269244,意甲,04-14 02:45,拉齐奥,罗马,1,1,3.09,3.10,2.44,https://www.okooo.com/soccer/match/1269244/history/
25058,1260041,西甲,04-13 22:15,阿拉维斯,皇马,0,1,4.95,3.91,1.67,https://www.okooo.com/soccer/match/1260041/history/
25058,1260039,西甲,04-14 00:30,贝蒂斯,比利亚雷,1,2,2.17,3.45,3.27,https://www.okooo.com/soccer/match/1260039/history/
25058,1260037,西甲,04-14 03:00,毕尔巴鄂,巴列卡诺,3,1,1.82,3.27,5.00,https://www.okooo.com/soccer/match/1260037/history/
25058,1263269,法甲,04-13 23:15,勒阿弗尔,雷恩,1,5,3.63,3.38,2.06,https://www.okooo.com/soccer/match/1263269/history/
