期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
24204,1264565,英冠,12-21 04:00,卢顿,德比郡,2,1,2.08,3.12,3.66,https://www.okooo.com/soccer/match/1264565/history/
24204,1269436,德甲,12-21 03:30,拜仁,莱比锡,5,1,1.21,7.21,11.40,https://www.okooo.com/soccer/match/1269436/history/
24204,1271831,德乙,12-21 01:30,杜塞尔多夫,马格德堡,2,5,2.07,3.62,3.13,https://www.okooo.com/soccer/match/1271831/history/
24204,1271835,德乙,12-21 01:30,艾禾斯堡,沙尔克,1,4,2.08,3.62,3.12,https://www.okooo.com/soccer/match/1271835/history/
24204,1269091,意甲,12-21 03:45,维罗纳,AC米兰,0,1,5.49,3.97,1.60,https://www.okooo.com/soccer/match/1269091/history/
24204,1259910,西甲,12-21 04:00,赫罗纳,巴拉多利德,3,0,1.35,4.94,8.87,https://www.okooo.com/soccer/match/1259910/history/
24204,1280275,法国杯,12-21 03:45,特鲁瓦,梅斯,3,0,2.63,3.18,2.55,https://www.okooo.com/soccer/match/1280275/history/
24204,1261109,荷甲,12-21 03:00,瓦尔韦克,兹沃勒,1,1,2.68,3.47,2.43,https://www.okooo.com/soccer/match/1261109/history/
24204,1261459,荷乙,12-21 03:00,坎布尔,阿尔青年队,0,2,1.34,5.06,6.92,https://www.okooo.com/soccer/match/1261459/history/
24204,1261455,荷乙,12-21 03:00,多德勒支,埃因FC,3,3,1.81,3.85,3.64,https://www.okooo.com/soccer/match/1261455/history/
24204,1261457,荷乙,12-21 03:00,埃门,登博思,0,3,1.51,4.32,5.21,https://www.okooo.com/soccer/match/1261457/history/
24204,1261464,荷乙,12-21 03:00,埃因青年队,维迪斯,6,4,2.76,3.70,2.19,https://www.okooo.com/soccer/match/1261464/history/
24204,1261462,荷乙,12-21 03:00,乌德青年队,海尔蒙特,3,1,2.68,3.37,2.39,https://www.okooo.com/soccer/match/1261462/history/
24204,1270183,葡超,12-21 04:15,卡萨皮亚,阿罗卡,3,1,2.32,2.90,3.38,https://www.okooo.com/soccer/match/1270183/history/
