期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
24179,1279126,世南美预,11-16 08:00,乌拉圭,哥伦比亚,3,2,2.20,3.03,3.55,https://www.okooo.com/soccer/match/1279126/history/
24179,1279127,世南美预,11-16 09:30,秘鲁,智利,0,0,2.23,2.70,4.02,https://www.okooo.com/soccer/match/1279127/history/
24179,1250279,欧国联,11-16 03:45,丹麦,西班牙,1,2,3.84,3.20,2.07,https://www.okooo.com/soccer/match/1250279/history/
24179,1250357,欧国联,11-16 03:45,卢森堡,保加利亚,0,1,2.85,2.95,2.64,https://www.okooo.com/soccer/match/1250357/history/
24179,1250243,欧国联,11-16 03:45,葡萄牙,波兰,5,1,1.23,6.37,11.59,https://www.okooo.com/soccer/match/1250243/history/
24179,1250244,欧国联,11-16 03:45,苏格兰,克罗地亚,1,0,3.39,3.35,2.14,https://www.okooo.com/soccer/match/1250244/history/
24179,1250280,欧国联,11-16 03:45,瑞士,塞尔维亚,1,1,1.76,3.72,4.49,https://www.okooo.com/soccer/match/1250280/history/
24179,1250339,欧国联,11-16 22:00,阿塞拜疆,爱沙尼亚,0,0,1.68,3.50,5.32,https://www.okooo.com/soccer/match/1250339/history/
24179,1250327,欧国联,11-17 01:00,黑山,冰岛,0,2,2.44,3.19,2.95,https://www.okooo.com/soccer/match/1250327/history/
24179,1250328,欧国联,11-17 01:00,土耳其,威尔士,0,0,1.64,3.86,5.16,https://www.okooo.com/soccer/match/1250328/history/
24179,1250292,欧国联,11-17 03:45,阿尔巴尼亚,捷克,0,0,3.47,3.15,2.18,https://www.okooo.com/soccer/match/1250292/history/
24179,1250267,欧国联,11-17 03:45,德国,波黑,7,0,1.06,12.45,30.47,https://www.okooo.com/soccer/match/1250267/history/
24179,1250268,欧国联,11-17 03:45,荷兰,匈牙利,4,0,1.36,5.03,8.16,https://www.okooo.com/soccer/match/1250268/history/
24179,1250340,欧国联,11-17 03:45,瑞典,斯洛伐克,2,1,1.55,4.12,5.66,https://www.okooo.com/soccer/match/1250340/history/
