期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
23034,1171676,英超,03-12 22:00,西汉姆,维拉,1,1,2.28,3.24,3.26,https://www.okooo.com/soccer/match/1171676/history/
23034,1171670,英超,03-12 22:00,富勒姆,阿森纳,0,3,7.14,4.56,1.45,https://www.okooo.com/soccer/match/1171670/history/
23034,1195943,英超,03-12 22:00,曼联,南安普敦,0,0,1.28,5.91,10.08,https://www.okooo.com/soccer/match/1195943/history/
23034,1171674,英超,03-13 00:30,纽卡斯尔,狼队,2,1,1.63,3.79,5.67,https://www.okooo.com/soccer/match/1171674/history/
23034,1172709,德甲,03-12 22:30,弗赖堡,霍芬海姆,2,1,1.85,3.66,4.12,https://www.okooo.com/soccer/match/1172709/history/
23034,1172715,德甲,03-13 00:30,不来梅,勒沃库森,2,3,3.43,3.56,2.07,https://www.okooo.com/soccer/match/1172715/history/
23034,1172712,德甲,03-13 02:30,沃尔夫斯堡,柏林联合,1,1,2.59,3.04,2.94,https://www.okooo.com/soccer/match/1172712/history/
23034,1176622,意甲,03-12 22:00,克雷莫纳,佛罗伦萨,0,2,4.64,3.69,1.76,https://www.okooo.com/soccer/match/1176622/history/
23034,1176629,意甲,03-13 01:00,罗马,萨索洛,3,4,1.70,3.63,5.23,https://www.okooo.com/soccer/match/1176629/history/
23034,1176625,意甲,03-13 03:45,尤文,桑普多利亚,4,2,1.34,4.76,10.10,https://www.okooo.com/soccer/match/1176625/history/
23034,1176234,西甲,03-12 21:00,马洛卡,皇家社会,1,1,3.63,2.75,2.41,https://www.okooo.com/soccer/match/1176234/history/
23034,1176240,西甲,03-12 23:15,塞维利亚,阿尔梅里亚,2,1,1.63,4.01,5.18,https://www.okooo.com/soccer/match/1176240/history/
23034,1176237,西甲,03-13 01:30,比利亚雷,贝蒂斯,1,1,1.70,3.88,4.85,https://www.okooo.com/soccer/match/1176237/history/
23034,1176231,西甲,03-13 04:00,毕尔巴鄂,巴萨,0,1,3.52,3.31,2.14,https://www.okooo.com/soccer/match/1176231/history/
