期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
25032,1287576,足总杯,03-02 21:45,纽卡斯尔,布莱顿,1,1,2.12,3.60,3.18,https://www.okooo.com/soccer/match/1287576/history/
25032,1287573,足总杯,03-03 00:30,曼联,富勒姆,1,1,2.26,3.36,3.11,https://www.okooo.com/soccer/match/1287573/history/
25032,1269521,德甲,03-02 22:30,柏林联合,基尔,0,1,1.56,4.16,5.58,https://www.okooo.com/soccer/match/1269521/history/
25032,1269520,德甲,03-03 00:30,奥格斯堡,弗赖堡,0,0,2.50,3.09,3.00,https://www.okooo.com/soccer/match/1269520/history/
25032,1269189,意甲,03-02 22:00,博洛尼亚,卡利亚里,2,1,1.69,3.54,5.39,https://www.okooo.com/soccer/match/1269189/history/
25032,1269191,意甲,03-02 22:00,热那亚,恩波利,1,1,1.91,3.20,4.49,https://www.okooo.com/soccer/match/1269191/history/
25032,1269196,意甲,03-03 01:00,罗马,科莫,2,1,1.96,3.33,4.04,https://www.okooo.com/soccer/match/1269196/history/
25032,1269193,意甲,03-03 03:45,AC米兰,拉齐奥,1,2,2.12,3.42,3.42,https://www.okooo.com/soccer/match/1269193/history/
25032,1259987,西甲,03-02 23:15,巴萨,皇家社会,4,0,1.25,5.97,11.06,https://www.okooo.com/soccer/match/1259987/history/
25032,1259995,西甲,03-03 01:30,马洛卡,阿拉维斯,1,1,2.43,2.85,3.39,https://www.okooo.com/soccer/match/1259995/history/
25032,1259989,西甲,03-03 04:00,奥萨苏纳,巴伦西亚,3,3,2.20,3.13,3.51,https://www.okooo.com/soccer/match/1259989/history/
25032,1263229,法甲,03-03 00:15,欧塞尔,斯特拉斯,0,1,2.96,3.27,2.41,https://www.okooo.com/soccer/match/1263229/history/
25032,1263231,法甲,03-03 00:15,昂热,图卢兹,0,4,3.78,3.22,2.08,https://www.okooo.com/soccer/match/1263231/history/
25032,1263224,法甲,03-03 03:45,马赛,南特,2,0,1.34,5.30,8.27,https://www.okooo.com/soccer/match/1263224/history/
