期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
25025,1287408,欧联,02-21 01:45,博德闪耀,特温特,3,2,2.00,3.67,3.51,https://www.okooo.com/soccer/match/1287408/history/
25025,1287400,欧联,02-21 01:45,加拉塔萨雷,阿尔克马,2,2,1.70,4.25,4.30,https://www.okooo.com/soccer/match/1287400/history/
25025,1287398,欧联,02-21 01:45,罗马,波尔图,3,2,1.87,3.39,4.42,https://www.okooo.com/soccer/match/1287398/history/
25025,1287406,欧联,02-21 01:45,布加勒斯特星,塞萨洛尼基,2,0,2.76,3.15,2.66,https://www.okooo.com/soccer/match/1287406/history/
25025,1287404,欧联,02-21 04:00,阿贾克斯,圣吉罗斯,0,2,2.25,3.44,3.12,https://www.okooo.com/soccer/match/1287404/history/
25025,1287410,欧联,02-21 04:00,安德莱赫特,费内巴切,2,2,2.65,3.42,2.59,https://www.okooo.com/soccer/match/1287410/history/
25025,1287402,欧联,02-21 04:00,皇家社会,中日德兰,5,2,1.49,4.34,6.44,https://www.okooo.com/soccer/match/1287402/history/
25025,1287396,欧联,02-21 04:00,比尔森,费伦茨,3,0,1.71,3.75,4.92,https://www.okooo.com/soccer/match/1287396/history/
25025,1287489,欧协联,02-21 01:45,海登海姆,哥本哈根,1,2,2.85,3.36,2.38,https://www.okooo.com/soccer/match/1287489/history/
25025,1287493,欧协联,02-21 01:45,奥林匹亚,博拉奇,0,0,1.72,3.27,5.53,https://www.okooo.com/soccer/match/1287493/history/
25025,1287487,欧协联,02-21 01:45,贝蒂斯,根特,0,1,1.44,4.62,6.39,https://www.okooo.com/soccer/match/1287487/history/
25025,1287495,欧协联,02-21 04:00,希腊人竞技,采列,0,2,1.70,3.69,4.80,https://www.okooo.com/soccer/match/1287495/history/
25025,1287491,欧协联,02-21 04:00,帕纳辛纳科斯,维京人,2,0,1.21,6.42,11.30,https://www.okooo.com/soccer/match/1287491/history/
25025,1287501,欧协联,02-21 04:00,沙姆洛克流浪,莫尔德,0,1,5.36,3.87,1.61,https://www.okooo.com/soccer/match/1287501/history/
