期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
23136,1236920,欧冠,10-25 00:45,国际米兰,萨尔茨堡,2,1,1.25,6.07,11.15,https://www.okooo.com/soccer/match/1236920/history/
23136,1236919,欧冠,10-25 00:45,加拉塔萨雷,拜仁,1,3,5.62,4.88,1.49,https://www.okooo.com/soccer/match/1236919/history/
23136,1236928,欧冠,10-25 03:00,柏林联合,那不勒斯,0,1,3.54,3.44,2.08,https://www.okooo.com/soccer/match/1236928/history/
23136,1236922,欧冠,10-25 03:00,朗斯,埃因霍温,1,1,2.43,3.51,2.81,https://www.okooo.com/soccer/match/1236922/history/
23136,1236927,欧冠,10-25 03:00,塞维利亚,阿森纳,1,2,5.05,3.83,1.69,https://www.okooo.com/soccer/match/1236927/history/
23136,1236924,欧冠,10-25 03:00,布拉加,皇马,1,2,6.95,5.19,1.40,https://www.okooo.com/soccer/match/1236924/history/
23136,1236923,欧冠,10-25 03:00,曼联,哥本哈根,1,0,1.28,6.01,9.49,https://www.okooo.com/soccer/match/1236923/history/
23136,1236926,欧冠,10-26 00:45,巴萨,顿矿工,2,1,1.17,7.40,14.82,https://www.okooo.com/soccer/match/1236926/history/
23136,1236925,欧冠,10-26 00:45,费耶诺德,拉齐奥,3,1,1.85,3.76,4.00,https://www.okooo.com/soccer/match/1236925/history/
23136,1236934,欧冠,10-26 03:00,巴黎圣曼,AC米兰,3,0,1.69,3.91,4.83,https://www.okooo.com/soccer/match/1236934/history/
23136,1236929,欧冠,10-26 03:00,纽卡斯尔,多特蒙德,0,1,1.56,4.40,5.37,https://www.okooo.com/soccer/match/1236929/history/
23136,1236933,欧冠,10-26 03:00,凯尔特人,马竞,2,2,4.13,3.83,1.81,https://www.okooo.com/soccer/match/1236933/history/
23136,1236931,欧冠,10-26 03:00,莱比锡,贝尔格莱德红星,3,1,1.21,6.99,11.85,https://www.okooo.com/soccer/match/1236931/history/
23136,1236930,欧冠,10-26 03:00,年轻人,曼城,1,3,14.27,6.76,1.20,https://www.okooo.com/soccer/match/1236930/history/
