期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
24069,1216817,英超,04-28 21:00,热刺,阿森纳,2,3,4.23,4.13,1.73,https://www.okooo.com/soccer/match/1216817/history/
24069,1216810,英超,04-28 21:00,伯恩茅斯,布莱顿,3,0,1.97,3.99,3.36,https://www.okooo.com/soccer/match/1216810/history/
24069,1216816,英超,04-28 23:30,诺丁汉森林,曼城,0,2,10.24,5.91,1.27,https://www.okooo.com/soccer/match/1216816/history/
24069,1226217,德甲,04-28 21:30,门兴,柏林联合,0,0,2.45,3.38,2.82,https://www.okooo.com/soccer/match/1226217/history/
24069,1226216,德甲,04-28 23:30,美因茨,科隆,1,1,1.54,4.23,5.70,https://www.okooo.com/soccer/match/1226216/history/
24069,1226220,德甲,04-29 01:30,达姆施塔特,海登海姆,0,1,3.13,3.64,2.15,https://www.okooo.com/soccer/match/1226220/history/
24069,1228123,意甲,04-28 21:00,博洛尼亚,乌迪内斯,1,1,1.61,3.73,5.88,https://www.okooo.com/soccer/match/1228123/history/
24069,1228131,意甲,04-29 00:00,那不勒斯,罗马,2,2,1.94,3.57,3.80,https://www.okooo.com/soccer/match/1228131/history/
24069,1228122,意甲,04-29 00:00,亚特兰大,恩波利,2,0,1.45,4.47,6.75,https://www.okooo.com/soccer/match/1228122/history/
24069,1219324,西甲,04-28 22:15,格拉纳达,奥萨苏纳,3,0,2.37,3.05,3.23,https://www.okooo.com/soccer/match/1219324/history/
24069,1219328,西甲,04-29 00:30,比利亚雷,巴列卡诺,3,0,1.77,3.71,4.46,https://www.okooo.com/soccer/match/1219328/history/
24069,1219322,西甲,04-29 03:00,贝蒂斯,塞维利亚,1,1,1.99,3.36,3.86,https://www.okooo.com/soccer/match/1219322/history/
24069,1225484,法甲,04-29 01:00,里昂,摩纳哥,3,2,2.31,3.88,2.70,https://www.okooo.com/soccer/match/1225484/history/
24069,1228760,葡超,04-29 03:30,波尔图,里斯本,2,2,2.32,3.36,2.91,https://www.okooo.com/soccer/match/1228760/history/
