期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
24072,1216823,英超,05-04 22:00,伯恩利,纽卡斯尔,1,4,3.32,4.02,1.97,https://www.okooo.com/soccer/match/1216823/history/
24072,1216821,英超,05-04 22:00,布伦特,富勒姆,0,0,2.05,3.79,3.27,https://www.okooo.com/soccer/match/1216821/history/
24072,1216829,英超,05-04 22:00,谢菲联,诺丁汉森林,1,3,4.70,4.16,1.66,https://www.okooo.com/soccer/match/1216829/history/
24072,1216828,英超,05-05 00:30,曼城,狼队,5,1,1.09,10.99,21.24,https://www.okooo.com/soccer/match/1216828/history/
24072,1226221,德甲,05-04 21:30,多特蒙德,奥格斯堡,5,1,1.96,4.07,3.32,https://www.okooo.com/soccer/match/1226221/history/
24072,1226227,德甲,05-04 21:30,不来梅,门兴,2,2,2.13,3.71,3.12,https://www.okooo.com/soccer/match/1226227/history/
24072,1226228,德甲,05-04 21:30,斯图加特,拜仁,3,1,2.46,3.82,2.58,https://www.okooo.com/soccer/match/1226228/history/
24072,1226224,德甲,05-04 21:30,沃尔夫斯堡,达姆施塔特,3,0,1.31,5.61,8.88,https://www.okooo.com/soccer/match/1226224/history/
24072,1226225,德甲,05-05 00:30,科隆,弗赖堡,0,0,2.40,3.58,2.75,https://www.okooo.com/soccer/match/1226225/history/
24072,1219336,西甲,05-04 22:15,皇马,加的斯,3,0,1.35,4.91,8.87,https://www.okooo.com/soccer/match/1219336/history/
24072,1219334,西甲,05-05 00:30,赫罗纳,巴萨,4,2,2.78,3.75,2.32,https://www.okooo.com/soccer/match/1219334/history/
24072,1219333,西甲,05-05 03:00,马洛卡,马竞,0,1,3.80,3.07,2.13,https://www.okooo.com/soccer/match/1219333/history/
24072,1228764,葡超,05-04 22:30,里奥阿维,吉马良斯,2,1,3.25,3.18,2.22,https://www.okooo.com/soccer/match/1228764/history/
24072,1228770,葡超,05-04 22:30,博阿维斯塔,吉维森特,1,1,2.65,3.03,2.74,https://www.okooo.com/soccer/match/1228770/history/
