期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
24056,1252261,欧冠,04-11 03:00,马竞,多特蒙德,2,1,1.81,3.67,4.31,https://www.okooo.com/soccer/match/1252261/history/
24056,1252262,欧冠,04-11 03:00,巴黎圣曼,巴萨,2,3,2.05,3.69,3.39,https://www.okooo.com/soccer/match/1252262/history/
24056,1252307,欧联,04-12 03:00,利物浦,亚特兰大,0,3,1.34,5.37,8.10,https://www.okooo.com/soccer/match/1252307/history/
24056,1252303,欧联,04-12 03:00,AC米兰,罗马,0,1,1.74,3.67,4.71,https://www.okooo.com/soccer/match/1252303/history/
24056,1252304,欧联,04-12 03:00,本菲卡,马赛,2,1,1.72,3.78,4.69,https://www.okooo.com/soccer/match/1252304/history/
24056,1252308,欧联,04-12 03:00,勒沃库森,西汉姆,2,0,1.39,4.84,7.34,https://www.okooo.com/soccer/match/1252308/history/
24056,1252312,欧协联,04-12 00:45,奥林匹亚科斯,费内巴切,3,2,2.31,3.36,2.96,https://www.okooo.com/soccer/match/1252312/history/
24056,1252311,欧协联,04-12 00:45,比尔森,佛罗伦萨,0,0,4.18,3.30,1.90,https://www.okooo.com/soccer/match/1252311/history/
24056,1252315,欧协联,04-12 03:00,布鲁日,塞萨洛尼基,1,0,1.82,3.54,4.20,https://www.okooo.com/soccer/match/1252315/history/
24056,1252316,欧协联,04-12 03:00,维拉,里尔,2,1,1.71,3.75,4.64,https://www.okooo.com/soccer/match/1252316/history/
24056,1219879,英冠,04-11 02:45,布里斯托,布莱克本,5,0,2.61,3.23,2.62,https://www.okooo.com/soccer/match/1219879/history/
24056,1219881,英冠,04-11 02:45,伊普斯,沃特福德,0,0,1.49,4.38,5.76,https://www.okooo.com/soccer/match/1219881/history/
24056,1219880,英冠,04-11 03:00,赫尔城,米堡,2,2,2.34,3.42,2.82,https://www.okooo.com/soccer/match/1219880/history/
24056,1219883,英冠,04-11 03:00,西布朗,罗瑟汉姆,2,0,1.22,5.91,12.53,https://www.okooo.com/soccer/match/1219883/history/
