期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
26016,1295957,英超,01-24 23:00,伯恩利,热刺,2,2,3.80,3.34,2.03,https://www.okooo.com/soccer/match/1295957/history/
26016,1295961,英超,01-24 23:00,曼城,狼队,2,0,1.29,5.80,9.40,https://www.okooo.com/soccer/match/1295961/history/
26016,1295954,英超,01-25 01:30,伯恩茅斯,利物浦,3,2,4.15,3.95,1.79,https://www.okooo.com/soccer/match/1295954/history/
26016,1299943,德甲,01-24 22:30,拜仁,奥格斯堡,1,2,1.12,9.83,17.09,https://www.okooo.com/soccer/match/1299943/history/
26016,1299945,德甲,01-24 22:30,法兰克福,霍芬海姆,1,3,3.00,3.59,2.24,https://www.okooo.com/soccer/match/1299945/history/
26016,1299951,德甲,01-24 22:30,海登海姆,莱比锡,0,3,4.63,4.35,1.63,https://www.okooo.com/soccer/match/1299951/history/
26016,1299944,德甲,01-24 22:30,勒沃库森,不来梅,1,0,1.56,4.41,5.32,https://www.okooo.com/soccer/match/1299944/history/
26016,1299947,德甲,01-24 22:30,美因茨,沃尔夫斯堡,3,1,2.31,3.34,3.06,https://www.okooo.com/soccer/match/1299947/history/
26016,1299949,德甲,01-25 01:30,柏林联合,多特蒙德,0,3,3.27,3.25,2.25,https://www.okooo.com/soccer/match/1299949/history/
26016,1292777,意甲,01-25 01:00,佛罗伦萨,卡利亚里,1,2,1.79,3.49,4.70,https://www.okooo.com/soccer/match/1292777/history/
26016,1292781,意甲,01-25 03:45,莱切,拉齐奥,0,0,4.54,2.95,2.01,https://www.okooo.com/soccer/match/1292781/history/
26016,1302757,西甲,01-24 23:15,巴伦西亚,西班牙人,3,2,2.42,3.12,3.10,https://www.okooo.com/soccer/match/1302757/history/
26016,1302754,西甲,01-25 01:30,塞维利亚,毕尔巴鄂,2,1,2.67,2.97,2.91,https://www.okooo.com/soccer/match/1302754/history/
26016,1302760,西甲,01-25 04:00,比利亚雷,皇马,0,2,3.74,4.02,1.86,https://www.okooo.com/soccer/match/1302760/history/
