期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
23048,1171700,英超,04-09 21:00,利兹联,水晶宫,1,5,2.06,3.41,3.65,https://www.okooo.com/soccer/match/1171700/history/
23048,1171702,英超,04-09 23:30,利物浦,阿森纳,2,2,2.68,3.55,2.53,https://www.okooo.com/soccer/match/1171702/history/
23048,1172739,德甲,04-09 21:30,门兴,沃尔夫斯堡,2,0,2.42,3.58,2.75,https://www.okooo.com/soccer/match/1172739/history/
23048,1172740,德甲,04-09 23:30,波鸿,斯图加特,2,3,2.99,3.26,2.41,https://www.okooo.com/soccer/match/1172740/history/
23048,1172738,德甲,04-10 01:30,霍芬海姆,沙尔克,2,0,1.92,3.70,3.78,https://www.okooo.com/soccer/match/1172738/history/
23048,1176262,西甲,04-09 22:15,贝蒂斯,加的斯,0,2,1.66,3.71,5.50,https://www.okooo.com/soccer/match/1176262/history/
23048,1176264,西甲,04-10 00:30,阿尔梅里亚,巴伦西亚,2,1,3.23,3.36,2.24,https://www.okooo.com/soccer/match/1176264/history/
23048,1176266,西甲,04-10 03:00,巴列卡诺,马竞,1,2,4.65,3.40,1.83,https://www.okooo.com/soccer/match/1176266/history/
23048,1172414,法甲,04-09 21:00,蒙彼利埃,图卢兹,1,2,1.99,3.70,3.54,https://www.okooo.com/soccer/match/1172414/history/
23048,1172418,法甲,04-09 21:00,兰斯,布雷斯特,1,1,1.62,3.96,5.37,https://www.okooo.com/soccer/match/1172418/history/
23048,1172410,法甲,04-09 21:00,阿雅克肖,欧塞尔,0,3,2.79,2.78,2.95,https://www.okooo.com/soccer/match/1172410/history/
23048,1172419,法甲,04-09 21:00,特鲁瓦,克莱蒙,0,2,2.85,3.24,2.51,https://www.okooo.com/soccer/match/1172419/history/
23048,1172413,法甲,04-09 23:05,南特,摩纳哥,2,2,3.70,3.74,1.93,https://www.okooo.com/soccer/match/1172413/history/
23048,1172412,法甲,04-10 02:45,洛里昂,马赛,0,0,5.43,4.27,1.57,https://www.okooo.com/soccer/match/1172412/history/
