期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
24208,1260303,英超,12-29 22:30,莱切城,曼城,0,2,9.40,6.27,1.27,https://www.okooo.com/soccer/match/1260303/history/
24208,1260299,英超,12-29 23:00,水晶宫,南安普敦,2,1,1.52,4.30,6.08,https://www.okooo.com/soccer/match/1260299/history/
24208,1260300,英超,12-29 23:00,埃弗顿,诺丁汉森林,0,2,2.63,3.06,2.87,https://www.okooo.com/soccer/match/1260300/history/
24208,1260301,英超,12-29 23:00,富勒姆,伯恩茅斯,2,2,2.27,3.38,3.14,https://www.okooo.com/soccer/match/1260301/history/
24208,1260305,英超,12-29 23:00,热刺,狼队,2,2,1.63,4.51,4.52,https://www.okooo.com/soccer/match/1260305/history/
24208,1260306,英超,12-30 01:15,西汉姆,利物浦,0,5,7.19,5.32,1.38,https://www.okooo.com/soccer/match/1260306/history/
24208,1269101,意甲,12-28 22:00,恩波利,热那亚,1,2,2.52,2.82,3.25,https://www.okooo.com/soccer/match/1269101/history/
24208,1269106,意甲,12-28 22:00,帕尔马,蒙扎,2,1,2.53,3.24,2.83,https://www.okooo.com/soccer/match/1269106/history/
24208,1269099,意甲,12-29 01:00,卡利亚里,国际米兰,0,3,7.75,4.84,1.39,https://www.okooo.com/soccer/match/1269099/history/
24208,1269103,意甲,12-29 03:45,拉齐奥,亚特兰大,1,1,3.10,3.20,2.37,https://www.okooo.com/soccer/match/1269103/history/
24208,1269102,意甲,12-30 01:00,尤文,佛罗伦萨,2,2,1.90,3.29,4.42,https://www.okooo.com/soccer/match/1269102/history/
24208,1269104,意甲,12-30 03:45,AC米兰,罗马,1,1,2.30,3.17,3.27,https://www.okooo.com/soccer/match/1269104/history/
24208,1270187,葡超,12-29 02:00,埃斯托里,摩雷伦斯,2,2,2.75,2.93,2.74,https://www.okooo.com/soccer/match/1270187/history/
24208,1270191,葡超,12-29 04:30,波尔图,博阿维斯塔,4,0,1.15,7.63,15.94,https://www.okooo.com/soccer/match/1270191/history/
