期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
23054,1171718,英超,04-22 03:00,阿森纳,南安普敦,3,3,1.20,6.89,13.63,https://www.okooo.com/soccer/match/1171718/history/
23054,1172759,德甲,04-22 02:30,奥格斯堡,斯图加特,1,1,3.14,3.61,2.17,https://www.okooo.com/soccer/match/1172759/history/
23054,1174760,德乙,04-22 00:30,达姆施塔特,卡尔斯鲁厄,2,1,1.70,3.87,4.46,https://www.okooo.com/soccer/match/1174760/history/
23054,1174759,德乙,04-22 00:30,汉堡,圣保利,4,3,2.09,3.58,3.19,https://www.okooo.com/soccer/match/1174759/history/
23054,1176673,意甲,04-22 02:45,维罗纳,博洛尼亚,2,1,2.75,2.94,2.85,https://www.okooo.com/soccer/match/1176673/history/
23054,1176288,西甲,04-22 03:00,西班牙人,加的斯,0,0,2.13,3.20,3.67,https://www.okooo.com/soccer/match/1176288/history/
23054,1172432,法甲,04-22 03:00,昂热,巴黎圣曼,1,2,16.09,8.07,1.16,https://www.okooo.com/soccer/match/1172432/history/
23054,1170774,荷甲,04-22 02:00,福伦丹,坎布尔,2,0,1.72,4.05,4.16,https://www.okooo.com/soccer/match/1170774/history/
23054,1171184,荷乙,04-22 02:00,威廉二世,奥斯,4,0,1.18,6.76,11.56,https://www.okooo.com/soccer/match/1171184/history/
23054,1171183,荷乙,04-22 02:00,特尔斯达,芬洛,1,0,2.26,3.31,2.93,https://www.okooo.com/soccer/match/1171183/history/
23054,1171181,荷乙,04-22 02:00,海尔蒙特,赫拉克勒斯,0,1,5.61,4.14,1.50,https://www.okooo.com/soccer/match/1171181/history/
23054,1171180,荷乙,04-22 02:00,格拉夫夏普,海牙,0,1,1.69,3.95,4.14,https://www.okooo.com/soccer/match/1171180/history/
23054,1171179,荷乙,04-22 02:00,埃因FC,布雷达,1,2,1.99,3.43,3.42,https://www.okooo.com/soccer/match/1171179/history/
23054,1171177,荷乙,04-22 02:00,阿尔梅勒,兹沃勒,1,1,3.37,3.64,1.94,https://www.okooo.com/soccer/match/1171177/history/
