期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
24005,1215225,亚洲杯,01-13 00:00,卡塔尔,黎巴嫩,3,0,1.33,4.45,9.12,https://www.okooo.com/soccer/match/1215225/history/
24005,1219697,英冠,01-13 04:00,赫尔城,诺维奇,1,2,2.25,3.49,2.92,https://www.okooo.com/soccer/match/1219697/history/
24005,1226086,德甲,01-13 03:30,拜仁,霍芬海姆,3,0,1.12,9.70,16.73,https://www.okooo.com/soccer/match/1226086/history/
24005,1245077,意大利杯,01-10 04:00,佛罗伦萨,博洛尼亚,0,0,2.24,3.01,3.48,https://www.okooo.com/soccer/match/1245077/history/
24005,1245712,意大利杯,01-11 01:00,拉齐奥,罗马,1,0,3.00,2.89,2.60,https://www.okooo.com/soccer/match/1245712/history/
24005,1245713,意大利杯,01-11 04:00,AC米兰,亚特兰大,1,2,2.33,3.34,2.99,https://www.okooo.com/soccer/match/1245713/history/
24005,1245723,意大利杯,01-12 04:00,尤文,弗洛西诺内,4,0,1.36,4.77,8.24,https://www.okooo.com/soccer/match/1245723/history/
24005,1219199,西甲,01-13 04:00,塞维利亚,阿拉维斯,2,3,1.99,3.23,4.05,https://www.okooo.com/soccer/match/1219199/history/
24005,1244971,西超杯,01-11 03:00,皇马,马竞,3,3,2.12,3.46,3.37,https://www.okooo.com/soccer/match/1244971/history/
24005,1244972,西超杯,01-12 03:00,巴萨,奥萨苏纳,2,0,1.41,4.76,7.03,https://www.okooo.com/soccer/match/1244972/history/
24005,1225363,法甲,01-13 04:00,马赛,斯特拉斯,1,1,1.61,3.84,5.62,https://www.okooo.com/soccer/match/1225363/history/
24005,1224914,荷乙,01-13 03:00,海牙,格拉夫夏普,5,3,1.95,3.68,3.32,https://www.okooo.com/soccer/match/1224914/history/
24005,1228636,葡超,01-13 04:15,波尔蒂芒斯,法伦斯,1,0,2.53,3.29,2.67,https://www.okooo.com/soccer/match/1228636/history/
