期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
24081,1226246,德甲,05-18 21:30,斯图加特,门兴,4,0,1.21,7.24,10.34,https://www.okooo.com/soccer/match/1226246/history/
24081,1226243,德甲,05-18 21:30,沃尔夫斯堡,美因茨,1,3,3.15,3.46,2.21,https://www.okooo.com/soccer/match/1226243/history/
24081,1226241,德甲,05-18 21:30,勒沃库森,奥格斯堡,2,1,1.19,7.58,11.94,https://www.okooo.com/soccer/match/1226241/history/
24081,1226239,德甲,05-18 21:30,多特蒙德,达姆施塔特,4,0,1.12,9.74,16.86,https://www.okooo.com/soccer/match/1226239/history/
24081,1226247,德甲,05-18 21:30,海登海姆,科隆,4,1,2.08,3.95,3.08,https://www.okooo.com/soccer/match/1226247/history/
24081,1226244,德甲,05-18 21:30,霍芬海姆,拜仁,4,2,3.33,4.32,1.89,https://www.okooo.com/soccer/match/1226244/history/
24081,1226242,德甲,05-18 21:30,法兰克福,莱比锡,2,2,2.26,3.75,2.86,https://www.okooo.com/soccer/match/1226242/history/
24081,1226245,德甲,05-18 21:30,不来梅,波鸿,4,1,2.10,3.75,3.15,https://www.okooo.com/soccer/match/1226245/history/
24081,1226240,德甲,05-18 21:30,柏林联合,弗赖堡,2,1,1.90,3.66,3.87,https://www.okooo.com/soccer/match/1226240/history/
24081,1228154,意甲,05-19 00:00,莱切,亚特兰大,0,2,3.70,3.57,1.96,https://www.okooo.com/soccer/match/1228154/history/
24081,1228159,意甲,05-19 02:45,都灵,AC米兰,3,1,2.54,3.08,2.93,https://www.okooo.com/soccer/match/1228159/history/
24081,1219365,西甲,05-19 03:00,阿拉维斯,赫塔费,1,0,1.93,3.32,4.18,https://www.okooo.com/soccer/match/1219365/history/
24081,1228786,葡超,05-18 22:30,阿罗卡,吉马良斯,1,3,2.96,3.52,2.22,https://www.okooo.com/soccer/match/1228786/history/
24081,1228785,葡超,05-19 03:30,布拉加,波尔图,0,1,3.28,3.64,2.04,https://www.okooo.com/soccer/match/1228785/history/
