期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
25012,1276525,欧冠,01-22 01:45,亚特兰大,格拉茨风暴,5,0,1.23,6.36,12.36,https://www.okooo.com/soccer/match/1276525/history/
25012,1276524,欧冠,01-22 01:45,摩纳哥,维拉,1,0,2.55,3.46,2.69,https://www.okooo.com/soccer/match/1276524/history/
25012,1276526,欧冠,01-22 04:00,马竞,勒沃库森,2,1,2.42,3.16,3.08,https://www.okooo.com/soccer/match/1276526/history/
25012,1276532,欧冠,01-22 04:00,本菲卡,巴萨,4,5,3.15,3.84,2.10,https://www.okooo.com/soccer/match/1276532/history/
25012,1276527,欧冠,01-22 04:00,博洛尼亚,多特蒙德,2,1,2.76,3.29,2.63,https://www.okooo.com/soccer/match/1276527/history/
25012,1276528,欧冠,01-22 04:00,布鲁日,尤文,0,0,3.26,3.17,2.31,https://www.okooo.com/soccer/match/1276528/history/
25012,1276529,欧冠,01-22 04:00,贝尔格莱德红星,埃因霍温,2,3,4.18,4.20,1.73,https://www.okooo.com/soccer/match/1276529/history/
25012,1276530,欧冠,01-22 04:00,利物浦,里尔,2,1,1.28,5.77,9.72,https://www.okooo.com/soccer/match/1276530/history/
25012,1276534,欧冠,01-23 01:45,莱比锡,里斯本,2,1,2.86,3.67,2.32,https://www.okooo.com/soccer/match/1276534/history/
25012,1276535,欧冠,01-23 04:00,AC米兰,赫罗纳,1,0,1.56,4.21,5.67,https://www.okooo.com/soccer/match/1276535/history/
25012,1276539,欧冠,01-23 04:00,费耶诺德,拜仁,3,0,8.21,5.56,1.33,https://www.okooo.com/soccer/match/1276539/history/
25012,1276540,欧冠,01-23 04:00,巴黎圣曼,曼城,4,2,2.47,3.62,2.68,https://www.okooo.com/soccer/match/1276540/history/
25012,1276541,欧冠,01-23 04:00,皇马,萨尔茨堡,5,1,1.07,13.60,27.33,https://www.okooo.com/soccer/match/1276541/history/
25012,1276536,欧冠,01-23 04:00,布斯巴达,国际米兰,0,1,8.61,5.20,1.34,https://www.okooo.com/soccer/match/1276536/history/
