期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
24090,1240803,世亚预,06-06 17:00,印度尼西亚,伊拉克,0,2,3.61,3.22,1.98,https://www.okooo.com/soccer/match/1240803/history/
24090,1240807,世亚预,06-06 18:45,孟加拉国,澳大利亚,0,2,43.31,16.59,1.02,https://www.okooo.com/soccer/match/1240807/history/
24090,1234196,世亚预,06-06 20:00,中国,泰国,1,1,1.77,3.41,4.29,https://www.okooo.com/soccer/match/1234196/history/
24090,1240802,世亚预,06-06 20:00,中国香港,伊朗,2,4,20.12,9.31,1.08,https://www.okooo.com/soccer/match/1240802/history/
24090,1240710,世亚预,06-06 20:00,新加坡,韩国,0,7,30.98,13.10,1.03,https://www.okooo.com/soccer/match/1240710/history/
24090,1234214,世亚预,06-06 20:00,越南,菲律宾,3,2,1.26,5.06,9.64,https://www.okooo.com/soccer/match/1234214/history/
24090,1234184,世亚预,06-06 21:30,印度,科威特,0,0,2.75,2.99,2.53,https://www.okooo.com/soccer/match/1234184/history/
24090,1234208,世亚预,06-06 22:30,乌兹别克斯坦,土库曼斯坦,3,1,1.06,10.69,23.32,https://www.okooo.com/soccer/match/1234208/history/
24090,1234202,世亚预,06-06 23:00,吉尔吉斯斯坦,马来西亚,1,1,1.80,3.44,4.05,https://www.okooo.com/soccer/match/1234202/history/
24090,1240806,世亚预,06-06 23:30,巴基斯坦,沙特,0,3,39.93,15.45,1.02,https://www.okooo.com/soccer/match/1240806/history/
24090,1234228,世亚预,06-07 00:00,巴勒斯坦,黎巴嫩,0,0,1.93,2.97,4.24,https://www.okooo.com/soccer/match/1234228/history/
24090,1240804,世亚预,06-07 01:30,巴林,也门,0,0,1.11,7.25,20.04,https://www.okooo.com/soccer/match/1240804/history/
24090,1234220,世亚预,06-07 01:30,约旦,塔吉克斯坦,3,0,1.57,3.63,5.59,https://www.okooo.com/soccer/match/1234220/history/
24090,1255666,友谊赛,06-07 02:45,荷兰,加拿大,4,0,1.39,4.77,7.09,https://www.okooo.com/soccer/match/1255666/history/
