期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
25070,1260463,英超,05-03 22:00,埃弗顿,伊普斯,2,2,1.54,4.23,5.89,https://www.okooo.com/soccer/match/1260463/history/
25070,1260464,英超,05-03 22:00,莱切城,南安普敦,2,0,2.42,3.47,2.83,https://www.okooo.com/soccer/match/1260464/history/
25070,1260457,英超,05-04 00:30,阿森纳,伯恩茅斯,1,2,1.69,3.98,4.79,https://www.okooo.com/soccer/match/1260457/history/
25070,1269593,德甲,05-03 21:30,门兴,霍芬海姆,4,4,2.22,3.94,2.83,https://www.okooo.com/soccer/match/1269593/history/
25070,1269587,德甲,05-03 21:30,莱比锡,拜仁,3,3,4.08,4.47,1.71,https://www.okooo.com/soccer/match/1269587/history/
25070,1269595,德甲,05-03 21:30,圣保利,斯图加特,0,1,2.73,3.45,2.50,https://www.okooo.com/soccer/match/1269595/history/
25070,1269594,德甲,05-03 21:30,柏林联合,不来梅,2,2,3.07,3.43,2.28,https://www.okooo.com/soccer/match/1269594/history/
25070,1269588,德甲,05-04 00:30,多特蒙德,沃尔夫斯堡,4,0,1.28,6.23,8.87,https://www.okooo.com/soccer/match/1269588/history/
25070,1269273,意甲,05-04 00:00,莱切,那不勒斯,0,1,7.24,4.06,1.49,https://www.okooo.com/soccer/match/1269273/history/
25070,1269271,意甲,05-04 02:45,国际米兰,维罗纳,1,0,1.44,4.44,7.37,https://www.okooo.com/soccer/match/1269271/history/
25070,1260075,西甲,05-03 22:15,比利亚雷,奥萨苏纳,4,2,1.42,4.77,6.89,https://www.okooo.com/soccer/match/1260075/history/
25070,1260068,西甲,05-04 00:30,拉斯马斯,巴伦西亚,2,3,2.57,3.16,2.85,https://www.okooo.com/soccer/match/1260068/history/
25070,1260072,西甲,05-04 03:00,巴拉多利德,巴萨,1,2,8.43,5.88,1.31,https://www.okooo.com/soccer/match/1260072/history/
25070,1263302,法甲,05-03 23:00,斯特拉斯,巴黎圣曼,2,1,2.38,3.77,2.71,https://www.okooo.com/soccer/match/1263302/history/
