期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
25138,1299216,英冠,09-27 03:00,西布朗,莱切城,1,1,2.20,3.25,3.25,https://www.okooo.com/soccer/match/1299216/history/
25138,1299817,德甲,09-27 02:30,拜仁,不来梅,4,0,1.10,10.92,19.64,https://www.okooo.com/soccer/match/1299817/history/
25138,1307510,德乙,09-27 00:30,达姆施塔特,德累斯顿,2,0,1.67,4.17,4.24,https://www.okooo.com/soccer/match/1307510/history/
25138,1307511,德乙,09-27 00:30,沙尔克,菲尔特,1,0,1.78,3.81,4.00,https://www.okooo.com/soccer/match/1307511/history/
25138,1302619,西甲,09-27 03:00,赫罗纳,西班牙人,0,0,2.57,3.22,2.80,https://www.okooo.com/soccer/match/1302619/history/
25138,1301285,法甲,09-27 02:45,斯特拉斯,马赛,1,2,3.23,3.54,2.15,https://www.okooo.com/soccer/match/1301285/history/
25138,1301741,法乙,09-27 02:00,南锡,兰斯,0,1,3.28,3.35,2.08,https://www.okooo.com/soccer/match/1301741/history/
25138,1301749,法乙,09-27 02:00,克莱蒙,勒芒,1,1,2.65,3.05,2.64,https://www.okooo.com/soccer/match/1301749/history/
25138,1301744,法乙,09-27 02:00,格勒诺布尔,巴斯蒂亚,0,0,3.01,3.07,2.35,https://www.okooo.com/soccer/match/1301744/history/
25138,1301748,法乙,09-27 02:00,罗德兹,波城,1,2,2.34,3.31,2.83,https://www.okooo.com/soccer/match/1301748/history/
25138,1301745,法乙,09-27 02:00,特鲁瓦,阿纳西,3,1,1.52,3.82,6.07,https://www.okooo.com/soccer/match/1301745/history/
25138,1296534,荷甲,09-27 02:00,特温特,福图纳,3,2,1.41,4.67,6.91,https://www.okooo.com/soccer/match/1296534/history/
25138,1297599,荷乙,09-27 02:00,奥斯,罗达JC,1,2,2.93,3.48,2.17,https://www.okooo.com/soccer/match/1297599/history/
25138,1307823,葡超,09-27 03:15,本菲卡,吉维森特,2,1,1.29,5.26,9.85,https://www.okooo.com/soccer/match/1307823/history/
