期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
23074,1214691,足总杯,06-03 22:00,曼城,曼联,2,1,1.60,4.10,5.45,https://www.okooo.com/soccer/match/1214691/history/
23074,1215001,德国杯,06-04 02:00,莱比锡,法兰克福,2,0,1.92,3.51,3.94,https://www.okooo.com/soccer/match/1215001/history/
23074,1176749,意甲,06-04 00:30,都灵,国际米兰,0,1,2.52,3.42,2.73,https://www.okooo.com/soccer/match/1176749/history/
23074,1176743,意甲,06-04 03:00,恩波利,拉齐奥,0,2,3.87,3.77,1.88,https://www.okooo.com/soccer/match/1176743/history/
23074,1176742,意甲,06-04 03:00,克雷莫纳,萨勒尼塔纳,2,0,2.63,3.42,2.60,https://www.okooo.com/soccer/match/1176742/history/
23074,1172493,法甲,06-04 03:00,洛里昂,斯特拉斯,2,1,2.99,3.52,2.26,https://www.okooo.com/soccer/match/1172493/history/
23074,1172497,法甲,06-04 03:00,布雷斯特,雷恩,1,2,4.77,4.07,1.66,https://www.okooo.com/soccer/match/1172497/history/
23074,1172491,法甲,06-04 03:00,欧塞尔,朗斯,1,3,3.04,3.57,2.22,https://www.okooo.com/soccer/match/1172491/history/
23074,1172495,法甲,06-04 03:00,尼斯,里昂,3,1,2.41,3.99,2.54,https://www.okooo.com/soccer/match/1172495/history/
23074,1172494,法甲,06-04 03:00,南特,昂热,1,0,1.50,4.51,5.98,https://www.okooo.com/soccer/match/1172494/history/
23074,1172499,法甲,06-04 03:00,特鲁瓦,里尔,1,1,13.58,8.22,1.16,https://www.okooo.com/soccer/match/1172499/history/
23074,1172496,法甲,06-04 03:00,巴黎圣曼,克莱蒙,2,3,1.28,6.32,8.49,https://www.okooo.com/soccer/match/1172496/history/
23074,1172492,法甲,06-04 03:00,摩纳哥,图卢兹,1,2,1.36,5.73,6.65,https://www.okooo.com/soccer/match/1172492/history/
23074,1172490,法甲,06-04 03:00,阿雅克肖,马赛,1,0,7.32,4.69,1.41,https://www.okooo.com/soccer/match/1172490/history/
