期数id,比赛id,赛事,时间,主队,客队,全场主队得分,全场客队得分,主胜SP值,主平SP值,主负SP值,分析链接
25173,1312632,欧联,11-28 01:45,维拉,年轻人,2,1,1.18,7.40,13.05,https://www.okooo.com/soccer/match/1312632/history/
25173,1312635,欧联,11-28 01:45,费耶诺德,凯尔特人,1,3,1.69,4.12,4.38,https://www.okooo.com/soccer/match/1312635/history/
25173,1312637,欧联,11-28 01:45,卢多戈雷茨,塞尔塔,3,2,4.38,3.64,1.80,https://www.okooo.com/soccer/match/1312637/history/
25173,1312638,欧联,11-28 01:45,塞萨洛尼基,布兰,1,1,1.54,4.29,5.61,https://www.okooo.com/soccer/match/1312638/history/
25173,1312633,欧联,11-28 01:45,波尔图,尼斯,3,0,1.47,4.58,6.29,https://www.okooo.com/soccer/match/1312633/history/
25173,1312631,欧联,11-28 01:45,罗马,中日德兰,2,1,1.55,4.23,5.62,https://www.okooo.com/soccer/match/1312631/history/
25173,1312639,欧联,11-28 01:45,比尔森,弗赖堡,0,0,2.91,3.27,2.44,https://www.okooo.com/soccer/match/1312639/history/
25173,1312641,欧联,11-28 04:00,博洛尼亚,萨尔茨堡,4,1,1.35,5.03,8.14,https://www.okooo.com/soccer/match/1312641/history/
25173,1312643,欧联,11-28 04:00,前进之鹰,斯图加特,0,4,6.98,5.08,1.39,https://www.okooo.com/soccer/match/1312643/history/
25173,1312646,欧联,11-28 04:00,诺丁汉森林,马尔默,3,0,1.27,5.53,10.74,https://www.okooo.com/soccer/match/1312646/history/
25173,1312647,欧联,11-28 04:00,帕纳辛纳科斯,格拉茨风暴,2,1,1.57,4.15,5.49,https://www.okooo.com/soccer/match/1312647/history/
25173,1312648,欧联,11-28 04:00,流浪者,布拉加,1,1,3.73,3.57,1.95,https://www.okooo.com/soccer/match/1312648/history/
25173,1312640,欧联,11-28 04:00,贝蒂斯,乌德勒支,2,1,1.33,5.31,8.22,https://www.okooo.com/soccer/match/1312640/history/
25173,1312644,欧联,11-28 04:00,亨克,巴塞尔,2,1,1.90,3.86,3.63,https://www.okooo.com/soccer/match/1312644/history/
